,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
48516|OTX2,0.00013374463874037324,Mus musculus,OTX2,tf,,Embryonic Stem Cell,Embryo,1.0,OTX2
8910|NKX2-5,0.0001338342594850885,Mus musculus,NKX2-5,tf,,Myocyte,Heart,1.0,NKX2-5
39791|T,0.00014690307249263528,Mus musculus,T,tf,,,Testis,1.0,T
44797|RXRA,0.00014754024251094,Mus musculus,RXRA,tf,3T3-L1,Preadipocyte,Adipose,1.0,RXRA
52892|CREBBP,0.00015436301999157298,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0,CREBBP
55092|HRAS,0.0001576226988142301,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0,HRAS
5412|NOTCH1,0.00017816324086220568,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
177|RXRG,0.00022542774192276514,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,1.0,RXRG
404|DPY30,0.00023111458055727612,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0,DPY30
49584|FOS,0.00023893108634490863,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0,FOS
35602|5HMC,0.0002474710139404553,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0,5HMC
58144|SIX4,0.00024755066327671944,Mus musculus,SIX4,tf,C2C12,Myoblast,Muscle,1.0,SIX4
48487|POU5F1,0.0002562126078167656,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0,POU5F1
51762|MYC,0.00025645948945308836,Mus musculus,MYC,tf,,Multipotent progenitor cell,Otic,1.0,MYC
1533|TBX5,0.00027500486835529227,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0,TBX5
52802|FGFR1,0.00028765718762345765,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,1.0,FGFR1
54374|STAT1,0.00029255162440105717,Mus musculus,STAT1,tf,,T Lymphocyte,Spleen,1.0,STAT1
4498|PRDM14,0.00030151921498214763,Mus musculus,PRDM14,tf,,Embryonic Stem Cell,Embryo,1.0,PRDM14
55978|SMC1A,0.00030305448616472824,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,SMC1A
37573|ISL1,0.0003057587293694829,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,ISL1
40276|RBPJL,0.0003057587293694829,Mus musculus,RBPJL,tf,,,Pancreas,1.0,RBPJL
57748|FOXD3,0.0003131132693231972,Mus musculus,FOXD3,tf,,Embryonic Stem Cell,,1.0,FOXD3
54181|SOX9,0.0003252236817360028,Mus musculus,SOX9,tf,,Chondrocyte,Nasal septum ,1.0,SOX9
53115|SMAD2/3,0.00034627122629728245,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
2864|NIPBL,0.00035776810555073813,Mus musculus,NIPBL,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NIPBL
5877|E2F4,0.0003599064339376739,Mus musculus,E2F4,tf,,Fibroblast,Embryo,0.0,E2F4
47684|GATA4,0.00036137633553208465,Mus musculus,GATA4,tf,,Epithelium,Heart,1.0,GATA4
51036|TDG,0.00038386512325538837,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0,TDG
41417|CREB1,0.00038458464795927406,Mus musculus,CREB1,tf,3T3-L1,Preadipocyte,Adipose,1.0,CREB1
52111|INSM1,0.0003851852081604226,Mus musculus,INSM1,tf,,Beta cell,Pancreatic Islet,1.0,INSM1
53949|YY1,0.00041248824715547813,Mus musculus,YY1,tf,,Embryonic Stem Cell,Embryo,1.0,YY1
36206|MBD4,0.0004132574306998481,Mus musculus,MBD4,cr,,Embryonic Stem Cell,Embryo,0.0,MBD4
2765|STAT5B,0.0004498348964613789,Mus musculus,STAT5B,tf,,T Lymphocyte,Lymph Node,0.0,STAT5B
44732|RUNX1,0.0004588002305622137,Mus musculus,RUNX1,tf,,Thymocyte,,0.0,RUNX1
37750|RBBP5,0.0004814992708941426,Mus musculus,RBBP5,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0,RBBP5
5806|E2F3,0.0005043080053118524,Mus musculus,E2F3,tf,,Fibroblast,Embryo,1.0,E2F3
51890|PRDM16,0.0005070926536227947,Mus musculus,PRDM16,tf,,,Adipose,1.0,PRDM16
53918|NR1D1,0.0005088013824383978,Mus musculus,NR1D1,tf,,,Epididymal White Adipose Tissue,1.0,NR1D1
59139|OLIG2,0.0005434532978372698,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0,OLIG2
44066|RUNX2,0.000547935025303823,Mus musculus,RUNX2,tf,MC3T3,,,1.0,RUNX2
39593|RELA,0.0005544689989243146,Mus musculus,RELA,tf,,Dendritic Cell,Bone Marrow,1.0,RELA
35036|POLR2B,0.0005717266761189919,Mus musculus,POLR2B,tf,,Epithelium,Liver,1.0,POLR2B
3247|ETS1,0.000651878962770943,Mus musculus,ETS1,tf,,Th2,Blood,0.0,ETS1
6030|MAPK8,0.0006579694263792303,Mus musculus,MAPK8,not sure,,Neuron,Brain,1.0,MAPK8
4415|PAXIP1,0.0006639133791540473,Mus musculus,PAXIP1,predicted transcription factor,,B Lymphocyte,Spleen,1.0,PAXIP1
54659|MEIS1,0.0006711115090435308,Mus musculus,MEIS1,tf,,,optic cups,1.0,MEIS1
39114|CTCF,0.0007346109051903058,Mus musculus,CTCF,tf,,B Lymphocyte,,1.0,CTCF
49571|FOSB,0.0007489348186814854,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0,FOSB
37647|JUN,0.0007691929569449839,Mus musculus,JUN,tf,,Macrophage,Bone Marrow,1.0,JUN
40067|BATF,0.0007696488164745715,Mus musculus,BATF,predicted transcription factor,,Th0,,1.0,BATF
47780|GRHL3,0.0007925273206083273,Mus musculus,GRHL3,predicted transcription factor,,,Skin,1.0,GRHL3
8273|HDAC2,0.0008071723973944139,Mus musculus,HDAC2,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,HDAC2
40277|PTF1A,0.0008131478240625046,Mus musculus,PTF1A,tf,,,Pancreas,0.0,PTF1A
39127|KAT8,0.0008296075528917322,Mus musculus,KAT8,cr,,Embryonic Stem Cell,Embryo,1.0,KAT8
8918|SMAD3,0.0008347523220483704,Mus musculus,SMAD3,tf,,Cortex,,1.0,SMAD3
41607|TFAP2A,0.0008687877468827543,Mus musculus,TFAP2A,predicted transcription factor,,,Caput Epididymis,1.0,TFAP2A
35236|MBD1,0.0008764653212080095,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0,MBD1
6033|NFYA,0.0009581388674018114,Mus musculus,NFYA,tf,,Neuron,Brain,1.0,NFYA
37876|MAFF,0.0009707640733125183,Mus musculus,MAFF,tf,,Dendritic Cell,Bone Marrow,1.0,MAFF
47612|MCRS1,0.0009752897200434472,Mus musculus,MCRS1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MCRS1
36909|ERF,0.000987261858611953,Mus musculus,ERF,tf,,Embryonic Fibroblast,,1.0,ERF
39926|GFI1,0.0010290428885036938,Mus musculus,GFI1,predicted transcription factor,,,Bone Marrow,1.0,GFI1
51780|GATA1,0.001064427243249952,Mus musculus,GATA1,tf,G1E,Erythroid Cell,Blood,1.0,GATA1
52659|PKNOX1,0.0011493924112791526,Mus musculus,PKNOX1,tf,,Embryonic Stem Cell,,1.0,PKNOX1
48427|RBPJ,0.0011736805131271886,Mus musculus,RBPJ,tf,,,Neural Tube,1.0,RBPJ
44794|PBX1,0.001216710702869916,Mus musculus,PBX1,tf,3T3-L1,Preadipocyte,Adipose,1.0,PBX1
37566|FOXO1,0.0012278665259991119,Mus musculus,FOXO1,tf,,T Lymphocyte,,0.0,FOXO1
41643|POLR3G,0.0012398220814186915,Mus musculus,POLR3G,tf,Hepa 1-6,Epithelium,Liver,1.0,POLR3G
4584|STAT3,0.0012511715680491935,Mus musculus,STAT3,tf,,Embryonic Stem Cell,Embryo,1.0,STAT3
51105|CHD8,0.0012766933896607633,Mus musculus,CHD8,cr,,Cortex,Frontal,1.0,CHD8
39881|RPA,0.001345065804614807,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0,RPA
43895|GATA2,0.001360749763471545,Mus musculus,GATA2,tf,,,Uterus,1.0,GATA2
4396|LDB1,0.0013692342607990848,Mus musculus,LDB1,not sure,,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LDB1
48849|GPS2,0.0013926200259421085,Mus musculus,GPS2,not sure,3T3-L1,Preadipocyte,Adipose,0.0,GPS2
259|HOXC9,0.0014235668418857395,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,HOXC9
3286|GATA3,0.0014352319237530516,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,1.0,GATA3
44147|SRF,0.001453505759472669,Mus musculus,SRF,tf,NIH-3T3,Fibroblast,Embryo,1.0,SRF
2888|SETDB1,0.0014596440699783495,Mus musculus,SETDB1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,SETDB1
38212|ARNTL,0.0015007538573091565,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0,ARNTL
180|STAT5A,0.0015874856408905915,Mus musculus,STAT5A,tf,3T3-L1,Preadipocyte,Adipose,1.0,STAT5A
36980|MBD3,0.0015941378799905327,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0,MBD3
327|SIN3A,0.0016318621736157418,Mus musculus,SIN3A,tf,C2C12,Myoblast,Muscle,0.0,SIN3A
44215|NCOA2,0.0017107083726850911,Mus musculus,NCOA2,cr,,Epithelium,Hindbrain,1.0,NCOA2
8919|KDM6B,0.0017470663762557074,Mus musculus,KDM6B,cr,,Cortex,,1.0,KDM6B
53213|DAXX,0.0017533554745157967,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0,DAXX
35673|KMT2C,0.0017650202673250774,Mus musculus,KMT2C,cr,,Embryonic Fibroblast,Embryo,1.0,KMT2C
39306|NCAPD3,0.0017747948167421684,Mus musculus,NCAPD3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,NCAPD3
2855|KDM2A,0.0017836339898059015,Mus musculus,KDM2A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,KDM2A
52040|EZH1,0.0017954818490128516,Mus musculus,EZH1,cr,,,Mammary Gland,1.0,EZH1
55306|Input,0.0018133878979972422,Mus musculus,Input,other,,,Small Intestine,1.0,Input
45|NPAS4,0.0018138875984349,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0,NPAS4
55371|PAX6,0.0018143874240974652,Mus musculus,PAX6,tf,,,lens,1.0,PAX6
52800|NR4A1,0.0018198937791477168,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,1.0,NR4A1
41637|POLR3GL,0.0018588657270235012,Mus musculus,POLR3GL,tf,,Epithelium,Liver,1.0,POLR3GL
58851|MTA2,0.0018965121653375925,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0,MTA2
52883|TRIM33,0.0019738909422483486,Mus musculus,TRIM33,predicted chromatin regulator,38B9,Pre-B Lymphocyte,Blood,1.0,TRIM33
58556|CLOCK,0.001981459462224008,Mus musculus,CLOCK,tf,BetaTC6,,,1.0,CLOCK
56095|TGIF1,0.0019852535956655696,Mus musculus,TGIF1,tf,,Embryonic Stem Cell,Embryo,1.0,TGIF1
4604|TAF1,0.001986881671366304,Mus musculus,TAF1,tf,,Embryonic Stem Cell,Embryo,1.0,TAF1
4511|RAP1A,0.001990685230355632,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,1.0,RAP1A
51913|IRF1,0.0019917731751594872,Mus musculus,IRF1,tf,,Macrophage,Bone Marrow,1.0,IRF1
33656|RAD51,0.002004870687582198,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0,RAD51
48539|ZBTB17,0.0020108998054751926,Mus musculus,ZBTB17,tf,,Fibroblast,Embryo,1.0,ZBTB17
41357|SUPT5H,0.0020119977754830577,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
35248|MBD2,0.002034626430952419,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0,MBD2
35619|GRIP1,0.0020586068734533103,Mus musculus,GRIP1,not sure,,Macrophage,Bone Marrow,1.0,GRIP1
52987|KDM3A,0.0021090574416543872,Mus musculus,KDM3A,cr,,Adipocyte,,1.0,KDM3A
32916|BRCA1,0.00219247091923739,Mus musculus,BRCA1,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0,BRCA1
50721|TAL1,0.00220198753094226,Mus musculus,TAL1,tf,,Mesodermal Cell,,1.0,TAL1
9283|DMC1,0.0022899540886352843,Mus musculus,DMC1,not sure,,,Testis,1.0,DMC1
57883|IKZF1,0.002341728044014119,Mus musculus,IKZF1,tf,ILC87,T Lymphocyte,,1.0,IKZF1
328|SIN3B,0.0023785339975811327,Mus musculus,SIN3B,tf,C2C12,Myoblast,Muscle,0.0,SIN3B
38464|FOXP3,0.0023849325112868373,Mus musculus,FOXP3,tf,,T Lymphocyte,Blood,1.0,FOXP3
405|E2F1,0.002389420735414102,Mus musculus,E2F1,tf,E14,Embryonic Stem Cell,Embryo,1.0,E2F1
34445|OGT,0.0023984201228447496,Mus musculus,OGT,other,,Embryonic Stem Cell,Embryo,0.0,OGT
53728|SMCHD1,0.0025324033385953518,Mus musculus,SMCHD1,predicted chromatin regulator,,Neural Stem Cell,,1.0,SMCHD1
50930|RB1,0.002542567077976014,Mus musculus,RB1,tf,,Embryonic Fibroblast,,0.0,RB1
3251|FLI1,0.002576713068282336,Mus musculus,FLI1,tf,,T Lymphocyte,Blood,1.0,FLI1
485|MYB,0.002587037373468967,Mus musculus,MYB,tf,ERMYB,Myeloid Progenitor Cell,Bone Marrow,1.0,MYB
55947|HNF1B,0.002593940995375913,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
59458|AFF3,0.0026057153650704905,Mus musculus,AFF3,tf,,Embryonic Fibroblast,,1.0,AFF3
41858|POU3F2,0.0026217222544839603,Mus musculus,POU3F2,tf,,Neural Progenitor Cell,,1.0,POU3F2
57844|DICER1,0.0026294090801131783,Mus musculus,DICER1,not sure,,Fibroblast,,1.0,DICER1
37888|ETS2,0.0026294090801131783,Mus musculus,ETS2,tf,,Dendritic Cell,Bone Marrow,1.0,ETS2
42961|PARP14,0.0026802276109120925,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
50584|IRF7,0.0027167588957593184,Mus musculus,IRF7,tf,,Myeloid Cell,Bone Marrow,0.0,IRF7
38059|KDM5C,0.00274936502760066,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
37161|MECP2,0.00275155127688257,Mus musculus,MECP2,cr,,Cortex,Brain,1.0,MECP2
41952|RUNX3,0.002757388947973077,Mus musculus,RUNX3,tf,,Natural Killer Cell,Spleen,1.0,RUNX3
5099|BRD3,0.002761774534164113,Mus musculus,BRD3,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0,BRD3
4411|NFIC,0.002802270024354091,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0,NFIC
50212|GTF2B,0.0028052359450130237,Mus musculus,GTF2B,tf,,,Heart,0.0,GTF2B
"35263|PKNOX1, PKNOX2",0.002835051291649761,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
55539|RAG1,0.002864396161091812,Mus musculus,RAG1,cr,,B Lymphocyte,Embryo,1.0,RAG1
52112|NEUROD1,0.0028749968488604736,Mus musculus,NEUROD1,tf,,Beta cell,Pancreatic Islet,1.0,NEUROD1
48225|BRD4,0.0029154492444299386,Mus musculus,BRD4,cr,,Embryonic Fibroblast,Embryo,0.0,BRD4
5367|LUZP1,0.0029254495726177346,Mus musculus,LUZP1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LUZP1
52238|RUVBL1,0.002948645366333861,Mus musculus,RUVBL1,cr,,Embryonic Stem Cell,,0.0,RUVBL1
44781|NCOR1,0.002949421406427875,Mus musculus,NCOR1,cr,3T3-L1,Preadipocyte,Adipose,0.0,NCOR1
3292|GTF2A1,0.0029548588434277997,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
43655|RARA,0.002991601925704601,Mus musculus,RARA,tf,,,Liver,1.0,RARA
44368|KMT2A,0.003063111940230107,Mus musculus,KMT2A,not sure,C2C12,Myoblast,Muscle,1.0,KMT2A
181|TCF7,0.0030711517829075203,Mus musculus,TCF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,TCF7
41641|POLR3D,0.0030832471822927923,Mus musculus,POLR3D,tf,Hepa 1-6,Epithelium,Liver,1.0,POLR3D
50683|RFX6,0.00318322739955608,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
56036|RFX3,0.003184890449919582,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
35211|NCOA3,0.003218316063292201,Mus musculus,NCOA3,cr,E14,Embryonic Stem Cell,Embryo,1.0,NCOA3
47024|NFE2,0.0032452834343844397,Mus musculus,NFE2,tf,,Epithelium,Liver,1.0,NFE2
32928|SMC5,0.003357812883850817,Mus musculus,SMC5,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0,SMC5
44734|TCF7L1,0.00336741970360679,Mus musculus,TCF7L1,tf,,Thymocyte,Blood,0.0,TCF7L1
57943|USP16,0.0033709192131056247,Mus musculus,USP16,other,,Hematopoietic stem and progenitor cell,Bone Marrow,1.0,USP16
37870|PER1,0.003415825364673265,Mus musculus,PER1,predicted transcription factor,,Epithelium,Liver,0.0,PER1
55792|ATRX,0.003419370046830944,Mus musculus,ATRX,cr,J1,Embryonic Stem Cell,Embryo,1.0,ATRX
68|KLF1,0.003431802477402867,Mus musculus,KLF1,predicted transcription factor,,B Lymphocyte,Liver,0.0,KLF1
9938|AHR,0.003449633546546653,Mus musculus,AHR,tf,,Dendritic Cell,Bone Marrow,0.0,AHR
48508|FAIRE,0.003460372096604766,Mus musculus,FAIRE,other,,Stem cell,Ectoderm,1.0,FAIRE
39105|ERG,0.003462164771576603,Mus musculus,ERG,other,,,Blood,1.0,ERG
41371|SMC3,0.003473837507858686,Mus musculus,SMC3,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0,SMC3
49496|CDK7,0.0034954800829800604,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
37872|CRY1,0.003499098929130748,Mus musculus,CRY1,not sure,,Epithelium,Liver,0.0,CRY1
41753|ASH1L,0.0035145165920899193,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,1.0,ASH1L
44168|ELK3,0.003525436348830918,Mus musculus,ELK3,tf,NIH-3T3,Fibroblast,Embryo,1.0,ELK3
33652|H2AFX,0.00354920040065982,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0,H2AFX
42002|SMAD1,0.0035510343480235967,Mus musculus,SMAD1,predicted transcription factor,,,,1.0,SMAD1
50597|IRF8,0.0035878924064120525,Mus musculus,IRF8,tf,,,Bone Marrow,0.0,IRF8
40135|ETV6,0.003588818241567084,Mus musculus,ETV6,tf,,Th17,,1.0,ETV6
44275|SREBF1,0.003588818241567084,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0,SREBF1
38476|RYBP,0.0036129653482378757,Mus musculus,RYBP,tf,E14,Embryonic Stem Cell,Embryo,0.0,RYBP
51241|RFX5,0.003641008506336808,Mus musculus,RFX5,tf,,T Lymphocyte,,1.0,RFX5
37792|NPAS2,0.0036428849763314006,Mus musculus,NPAS2,tf,,Epithelium,Liver,0.0,NPAS2
48108|HNF4A,0.003643823536702211,Mus musculus,HNF4A,tf,,Epithelium,Liver,0.0,HNF4A
8336|SOX11,0.003659812295178685,Mus musculus,SOX11,tf,,Neural Progenitor Cell,Embryo,0.0,SOX11
44846|BCL11A,0.003667358174678917,Mus musculus,BCL11A,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,BCL11A
53639|NLRP3,0.0036796500032580774,Mus musculus,NLRP3,other,,T Lymphocyte,Spleen,1.0,NLRP3
53080|NKX3-2,0.0036957796956641905,Mus musculus,NKX3-2,tf,,,Embryonic vertebral column,1.0,NKX3-2
43320|THRB,0.003710064416388815,Mus musculus,THRB,tf,,,Liver,1.0,THRB
51238|NLRC5,0.003711972782825739,Mus musculus,NLRC5,tf,,T Lymphocyte,,0.0,NLRC5
41895|EGR2,0.003717703165943493,Mus musculus,EGR2,tf,,T Lymphocyte,Spleen,0.0,EGR2
44847|BIRA,0.0037378220416665717,Mus musculus,BIRA,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,BIRA
51766|TRIM28,0.0037378220416665717,Mus musculus,TRIM28,cr,C2C12,Myoblast,Muscle,1.0,TRIM28
51958|NFATC2,0.003742626618318697,Mus musculus,NFATC2,tf,,T Lymphocyte,,0.0,NFATC2
57997|HDAC1,0.003755144446995532,Mus musculus,HDAC1,cr,,,Ectoderm,0.0,HDAC1
3229|ELL2,0.003756108910171925,Mus musculus,ELL2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL2
59040|DDX5,0.0037580385029188476,Mus musculus,DDX5,predicted chromatin regulator,,Th17,,1.0,DDX5
9222|EBF1,0.0037802927920004537,Mus musculus,EBF1,tf,,B Lymphocyte,Spleen,0.0,EBF1
33050|SRSF2,0.0038016899893659538,Mus musculus,SRSF2,other,,Embryonic Fibroblast,Embryo,0.0,SRSF2
39599|RELB,0.003805592033048625,Mus musculus,RELB,tf,,Dendritic Cell,Bone Marrow,0.0,RELB
49082|GM6871,0.003805592033048625,Mus musculus,GM6871,other,ES3,Embryonic Stem Cell,Embryo,0.0,GM6871
