,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
41603|AR,1.2075999589189479e-08,Mus musculus,AR,tf,,,Caput Epididymis,1.0
36071|SUZ12,1.2118932024574036e-08,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
53132|ZFP57,1.310798874998298e-08,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0
2167|SUZ12,1.3687880162649435e-08,Mus musculus,SUZ12,cr,LF2,Embryonic Stem Cell,Embryo,1.0
36072|SUZ12,1.3773422347096442e-08,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
4405|MTF2,1.4610780862955863e-08,Mus musculus,MTF2,cr,,Embryonic Stem Cell,Embryo,1.0
41580|AR,1.6162865934532533e-08,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
43659|UTF1,1.6796657509310364e-08,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
48949|SUZ12,1.7688773834567684e-08,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
8907|TBX3,1.8977336257997024e-08,Mus musculus,TBX3,tf,,Myocyte,Heart,1.0
53113|TCF12,2.033231449871664e-08,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0
48951|SUZ12,2.478579580467155e-08,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
36201|SUZ12,2.9469214068988947e-08,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
48941|SUZ12,3.0864150568632454e-08,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
41581|AR,3.5566519174246025e-08,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
41897|EZH2,3.5635325024152564e-08,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
39696|SUZ12,3.748215487986428e-08,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
8829|SUZ12,3.765462042171208e-08,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
52674|C17orf96,3.939475717862351e-08,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0
40271|FOXA2,4.8811806874216046e-08,Mus musculus,FOXA2,tf,,,Pancreas,1.0
48329|SPI1,5.005502257127148e-08,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
48950|SUZ12,6.138541530642527e-08,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
48948|SUZ12,6.764820520421821e-08,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
39791|T,7.6729017972621e-08,Mus musculus,T,tf,,,Testis,1.0
38215|ARNTL,8.469158996327053e-08,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0
44006|H2AZ,1.264701537939672e-07,Mus musculus,H2AZ,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0
2903|SUZ12,1.733374964119072e-07,Mus musculus,SUZ12,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
47291|FEZF2,2.007235589407408e-07,Mus musculus,FEZF2,tf,,Neurosphere,,1.0
48943|SUZ12,2.0158992086738436e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
37751|H2AZ,2.2273502753300534e-07,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
41903|SUZ12,2.4227255235320655e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
48327|SPI1,2.538493043546808e-07,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
58796|SUZ12,2.554330107984448e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
53111|TCF12,2.823366229143254e-07,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0
40272|FOXA2,3.013701114773504e-07,Mus musculus,FOXA2,tf,,,Pancreas,1.0
52523|TFAP2C,3.0627689545648096e-07,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0
34027|KDM2B,3.360255252937705e-07,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0
4404|JARID2,3.391598780710936e-07,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
457|TET1,3.4743357946176445e-07,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
39698|SUZ12,4.304597643889352e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
59428|HEY1,4.4449287528447456e-07,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0
38475|CBX7,4.729649807355685e-07,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0
2165|JARID2,6.182729396231323e-07,Mus musculus,JARID2,cr,LF2,Embryonic Stem Cell,Embryo,1.0
43058|H2AZ,6.251737157403348e-07,Mus musculus,H2AZ,predicted chromatin regulator,,Fibroblast,Embryo,1.0
48945|SUZ12,6.835612396671742e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
48947|SUZ12,6.877745444833216e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
9033|TET1,7.735148325749286e-07,Mus musculus,TET1,cr,P19.6,,Embryo,1.0
43057|H2AZ,7.791215065888757e-07,Mus musculus,H2AZ,predicted chromatin regulator,,Fibroblast,Embryo,1.0
4602|SUZ12,8.100060827076483e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
53116|TCF12,8.667053102984212e-07,Mus musculus,TCF12,tf,,,Endoderm,1.0
34713|RNF2,9.147130136111237e-07,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
8980|MEN1,1.1357149228841124e-06,Mus musculus,MEN1,tf,3.2N,Embryonic Stem Cell,Embryo,1.0
57231|EZH2,1.2770791285032779e-06,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
34887|KDM2B,1.3304083286147517e-06,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
34922|RNF2,1.6743416022535484e-06,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
4398|MECP2,1.8698396845318044e-06,Mus musculus,MECP2,cr,,,Cerebellum,1.0
51021|JARID2,1.974642058810705e-06,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
53170|DPPA2,1.9826807233225274e-06,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0
34917|KDM2B,2.003334523326128e-06,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
48944|SUZ12,2.1132233641862896e-06,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
41316|KDM4C,2.15001206010923e-06,Mus musculus,KDM4C,cr,,Embryonic Stem Cell,Embryo,1.0
44342|KLF5,2.3125918253708022e-06,Mus musculus,KLF5,tf,CGR8,Embryonic Stem Cell,Embryo,1.0
44862|SMARCA4,2.4996819228406686e-06,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0
56133|RBFOX2,2.8998619491238387e-06,Mus musculus,RBFOX2,other,,,Heart,1.0
8976|ZFP42,3.6131475923406597e-06,Mus musculus,ZFP42,tf,,Embryonic Stem Cell,Embryo,0.0
36202|SUZ12,3.7274404078857515e-06,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
41898|EZH2,3.963762741143739e-06,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
35602|5HMC,3.966806135902168e-06,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
55110|PPARG,4.851634916647196e-06,Mus musculus,PPARG,tf,,,Epididymal White Adipose Tissue,1.0
9024|NR3C1,4.864228493661749e-06,Mus musculus,NR3C1,tf,AtT-20,Corticotroph,Brain,1.0
47760|KDM2B,4.932101701160541e-06,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
9078|SUZ12,5.60810809252521e-06,Mus musculus,SUZ12,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
34039|NANOG,6.065046573355826e-06,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
41583|AR,6.601974992526127e-06,Mus musculus,AR,tf,,Epithelium,Prostate,0.0
9025|NR3C1,6.6675764573420615e-06,Mus musculus,NR3C1,tf,AtT-20,Corticotroph,Brain,1.0
39376|AR,7.052131745344248e-06,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
53554|RNF2,7.27794943611304e-06,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
41582|AR,7.936935020491642e-06,Mus musculus,AR,tf,,Epithelium,Prostate,0.0
44217|SMARCA4,8.05087864003129e-06,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
434|TET1,9.500626827974035e-06,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
37400|PR,1.3177736668534834e-05,Mus musculus,PR,predicted transcription factor,,,Uterus,1.0
37758|H2AZ,1.6146246733905745e-05,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
43660|UTF1,1.6198128216182717e-05,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
54539|EZH2,1.7381693302676027e-05,Mus musculus,EZH2,cr,,Embryonic Stem Cell,,1.0
44793|KLF5,2.001727261308206e-05,Mus musculus,KLF5,tf,3T3-L1,Preadipocyte,Adipose,1.0
52671|C17orf96,2.2625799411257752e-05,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0
54368|NR3C1,2.3520626502182562e-05,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
35601|5HMC,2.7616204102742792e-05,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
8910|NKX2-5,2.888925136457221e-05,Mus musculus,NKX2-5,tf,,Myocyte,Heart,1.0
50683|RFX6,3.2695143567962326e-05,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0
458|TET1,3.4535882386388383e-05,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
2907|NELFA,3.605739333845115e-05,Mus musculus,NELFA,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0
44801|CEBPB,3.6198006701848584e-05,Mus musculus,CEBPB,tf,3T3-L1,Preadipocyte,Adipose,1.0
58294|NRF1,3.674741630849132e-05,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0
39391|AR,3.6900203004230914e-05,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
41604|AR,3.7525147466299646e-05,Mus musculus,AR,tf,,,Caput Epididymis,1.0
57234|EZH2,3.822702146877299e-05,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
54369|NR3C1,4.147606040527663e-05,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
48323|ATF3,4.2381359318555134e-05,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,0.0
39131|nan,4.369836343920408e-05,,,,,,,
37810|ARNTL,4.632414007366137e-05,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
32806|nan,4.740206717235296e-05,,,,,,,
38990|TBX3,5.317836973040002e-05,Mus musculus,TBX3,tf,,Epithelium,Heart,1.0
9487|H2AZ,5.6471367152644e-05,Mus musculus,H2AZ,predicted chromatin regulator,,Neural Progenitor Cell,Embryo,1.0
4606|TAF3,6.0399942908240245e-05,Mus musculus,TAF3,cr,,Embryonic Stem Cell,Embryo,1.0
36187|JARID2,6.167126658579436e-05,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
50967|SUZ12,6.217627079585508e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
58789|nan,6.451685039138289e-05,,,,,,,
8304|KDM1A,6.491620113480145e-05,Mus musculus,KDM1A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
44806|MED1,6.666162464502579e-05,Mus musculus,MED1,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0
9080|EZH2,7.547016902864634e-05,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
37824|ARNTL,7.714793203128512e-05,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
37802|ARNTL,7.809490101523542e-05,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
73|MECP2,7.81153207188856e-05,Mus musculus,MECP2,cr,,Cortical Neuron,Brain,1.0
37843|ARNTL,7.815101038638472e-05,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
32786|BMI1,7.847764660318113e-05,Mus musculus,BMI1,cr,,Glioma Initiating Cell,,1.0
55118|NR3C1,8.039473322613011e-05,Mus musculus,NR3C1,tf,,,Adipose,1.0
55425|NEUROD2,8.127573720995152e-05,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
36073|SUZ12,8.377438197104681e-05,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
50968|SUZ12,8.452639169276299e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
51763|SOX2,8.888836814530121e-05,Mus musculus,SOX2,tf,,Multipotent progenitor cell,Otic,1.0
35901|H2AZ,9.673185678338303e-05,Mus musculus,H2AZ,predicted chromatin regulator,,B Lymphocyte,,1.0
8830|PHF19,0.00010050064673389203,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
35313|TNNI2,0.00010866131803122236,Mus musculus,TNNI2,other,,Osteoblast,,1.0
44556|NANOG,0.00011226768673161525,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
5761|TBP,0.00011365827776360637,Mus musculus,TBP,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
44274|SREBF1,0.00011801508649011971,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0
47765|RNF2,0.0001242947153359819,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
58799|SUZ12,0.0001337380504011776,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
51326|ZIC1/2,0.00013730185526156236,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0
34018|RNF2,0.0001415356434747994,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
39889|CEBPB,0.00014444431525711954,Mus musculus,CEBPB,tf,,Epithelium,Liver,1.0
52796|RXRA,0.00016782138888504772,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
44552|KLF4,0.00016821896061208763,Mus musculus,KLF4,tf,CGR8,Embryonic Stem Cell,Embryo,1.0
47758|KDM2B,0.00017762968789331035,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
36824|PITX1,0.00018397941071168766,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0
44218|SMARCA4,0.00019186500790735472,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
48516|OTX2,0.0002032082667538515,Mus musculus,OTX2,tf,,Embryonic Stem Cell,Embryo,1.0
39868|CEBPB,0.00020573894583975072,Mus musculus,CEBPB,tf,,Epithelium,Liver,1.0
39887|CEBPA,0.00020767628123541382,Mus musculus,CEBPA,tf,,Epithelium,Liver,1.0
58628|RNF2,0.00022055535361864553,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,,1.0
42066|CEBPB,0.0002250647405716566,Mus musculus,CEBPB,tf,,Preadipocyte,Adipose,1.0
56193|JARID2,0.0002369283868455252,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
39689|SUZ12,0.00023895336756823982,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
38624|SUZ12,0.0002402451033289843,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
43422|AR,0.00024302809692167138,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
53118|TCF12,0.00024882461623909613,Mus musculus,TCF12,tf,,,Endoderm,1.0
40167|SUZ12,0.00025797607759886487,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
48370|EZH2,0.0002601841048575637,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
47349|REST,0.00026563971056553504,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
36731|RARG,0.0002675845000774668,Mus musculus,RARG,tf,F9,,Embryo,1.0
36070|SUZ12,0.00026818248196847083,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
34320|REST,0.00028378545651308595,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
34028|KDM2B,0.0002909598122354251,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0
435|TET1,0.0002926454123380884,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
53115|SMAD2/3,0.0002956824641404121,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0
55120|NR3C1,0.00030253198661939207,Mus musculus,NR3C1,tf,,,Epididymal White Adipose Tissue,1.0
52892|CREBBP,0.0003052308630140943,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
36734|NR3C1,0.0003057820833143876,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
51323|ZIC1/2,0.00030964742646455434,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0
44797|RXRA,0.00031141656301142406,Mus musculus,RXRA,tf,3T3-L1,Preadipocyte,Adipose,1.0
5762|TBP,0.0003249581955442893,Mus musculus,TBP,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
5412|NOTCH1,0.0003278538182735491,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0
50964|SUZ12,0.000331632955076433,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
48366|SUZ12,0.00033253760818491296,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
151|NR3C1,0.0003327624259939488,Mus musculus,NR3C1,tf,3T3-L1,Preadipocyte,Adipose,1.0
36751|NR3C1,0.00033763276049109114,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
77|MECP2,0.0003384971121596636,Mus musculus,MECP2,cr,,Cortical Neuron,Brain,1.0
38211|ARNTL,0.00034037671440956263,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0
48371|EZH2,0.000342670240767895,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
40276|RBPJL,0.0003429679242121786,Mus musculus,RBPJL,tf,,,Pancreas,1.0
37598|NR3C1,0.0003453055950871087,Mus musculus,NR3C1,tf,,Epithelium,Liver,1.0
55106|PPARG,0.0003591296212766548,Mus musculus,PPARG,tf,,,Epididymal White Adipose Tissue,1.0
44753|ESR1,0.00036951269563456624,Mus musculus,ESR1,tf,,,Uterus,1.0
37754|H2AZ,0.00036953358524377533,Mus musculus,H2AZ,predicted chromatin regulator,CMT1,Embryonic Stem Cell,Embryo,1.0
44554|NANOG,0.00036986142353306883,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
48854|TBP,0.0003707799147040225,Mus musculus,TBP,tf,,Epithelium,Liver,1.0
55979|SMC1A,0.0003919989351459652,Mus musculus,SMC1A,predicted chromatin regulator,,,Brain,1.0
36760|NR3C1,0.00039985333086667296,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
54700|KDM1A,0.000400476724520038,Mus musculus,KDM1A,cr,,Cortical Neuron,Neuric,1.0
51324|ZIC1/2,0.0004124202134492272,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0
91|TET1,0.0004142271586247692,Mus musculus,TET1,cr,,Embryonic Stem Cell,Embryo,1.0
55426|NEUROD2,0.0004401410765640934,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
55121|NR3C1,0.0004448881924404846,Mus musculus,NR3C1,tf,,,Epididymal White Adipose Tissue,1.0
51962|ASCL1,0.00045180517521581365,Mus musculus,ASCL1,tf,AtT-20,,,0.0
9283|DMC1,0.00045381833767432767,Mus musculus,DMC1,not sure,,,Testis,1.0
48326|ATF3,0.0004570170330481238,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0
52043|EZH2,0.00045793681364802996,Mus musculus,EZH2,cr,,,Mammary Gland,1.0
50194|EZH2,0.0004596009543834101,Mus musculus,EZH2,cr,J1,Embryonic Stem Cell,Embryo,1.0
177|RXRG,0.0004636191474735596,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,1.0
52670|C17orf96,0.0004757276475343408,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0
54374|STAT1,0.00048249600839112006,Mus musculus,STAT1,tf,,T Lymphocyte,Spleen,1.0
40277|PTF1A,0.0005047740006121626,Mus musculus,PTF1A,tf,,,Pancreas,0.0
1533|TBX5,0.0005163788379383694,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0
52873|TRIM33,0.0005171138851939872,Mus musculus,TRIM33,predicted chromatin regulator,LNCaP-abl ,Epithelium,Prostate,1.0
36746|NR3C1,0.0005191820957070603,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
51892|MED1,0.0005234040883061453,Mus musculus,MED1,predicted transcription factor,,,Adipose,1.0
51020|JARID2,0.0005275476417638814,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
37946|NEUROD2,0.0005294654231532414,Mus musculus,NEUROD2,tf,P19,,Embryo,1.0
58144|SIX4,0.000541733650025189,Mus musculus,SIX4,tf,C2C12,Myoblast,Muscle,1.0
47305|SUZ12,0.0005527605369288202,Mus musculus,SUZ12,cr,,Th17,Blood,1.0
36193|REST,0.0005551899444711794,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
54219|EBF1,0.0005559222406124054,Mus musculus,EBF1,tf,,Pre-B Lymphocyte,,1.0
54181|SOX9,0.0005647724504192486,Mus musculus,SOX9,tf,,Chondrocyte,Nasal septum ,1.0
5372|SS18,0.0005724497635468673,Mus musculus,SS18,not sure,C2C12,Myoblast,Muscle,1.0
42630|AR,0.0005765069492432162,Mus musculus,AR,tf,,,Caput Epididymis,1.0
56196|SUZ12,0.0005820170527752744,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
404|DPY30,0.0005961122327990398,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0
35259|MECP2,0.0006004039210495415,Mus musculus,MECP2,cr,,Neuron,Embryo,0.0
58851|MTA2,0.0006113281268895765,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0
50432|CHRM2,0.0006127493496230207,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,0.0
47684|GATA4,0.0006314940698607385,Mus musculus,GATA4,tf,,Epithelium,Heart,1.0
4621|TBP,0.0006424956018858397,Mus musculus,TBP,tf,,Embryonic Stem Cell,Embryo,1.0
51325|ZIC1/2,0.0006537509878440373,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0
40393|PPARG,0.0006576577954299778,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0
47759|KDM2B,0.0006583147111697274,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
39128|KAT8,0.000662110687503048,Mus musculus,KAT8,cr,,Embryonic Stem Cell,Embryo,1.0
4498|PRDM14,0.0006683614469571997,Mus musculus,PRDM14,tf,,Embryonic Stem Cell,Embryo,1.0
3261|FOXA2,0.0006755184992434105,Mus musculus,FOXA2,tf,,Hepatocyte,Liver,0.0
55092|HRAS,0.0006870473318906223,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0
37796|ARNTL,0.000695303958699045,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
58500|RNF2,0.0007019875499869044,Mus musculus,RNF2,predicted transcription factor,,,Forelimb Bud,1.0
32842|REST,0.0007075586953500523,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
51762|MYC,0.0007097319592265228,Mus musculus,MYC,tf,,Multipotent progenitor cell,Otic,1.0
48487|POU5F1,0.0007194022549009138,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0
48514|OTX2,0.0007350354187853902,Mus musculus,OTX2,tf,,Embryonic Stem Cell,Embryo,1.0
52802|FGFR1,0.0007351722948824024,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,1.0
37792|NPAS2,0.0007458570530544106,Mus musculus,NPAS2,tf,,Epithelium,Liver,0.0
34622|ARNTL,0.0007528601153306558,Mus musculus,ARNTL,predicted transcription factor,,,Liver,0.0
55978|SMC1A,0.0007707792393887303,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
37750|RBBP5,0.0007817602730379458,Mus musculus,RBBP5,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
37609|NR3C1,0.0007845321508470615,Mus musculus,NR3C1,tf,,Epithelium,Liver,1.0
32844|REST,0.0008034769601742986,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
