,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
56642|RNF2,1.051264919092984e-08,Mus musculus,RNF2,predicted transcription factor,E14Tg2A,Embryonic Stem Cell,,1.0
51021|JARID2,1.99116242163725e-08,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
2167|SUZ12,4.968146737409883e-08,Mus musculus,SUZ12,cr,LF2,Embryonic Stem Cell,Embryo,1.0
8829|SUZ12,5.067409925064072e-08,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
55425|NEUROD2,6.506247417686582e-08,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
34266|ESR1,8.484920544740962e-08,Mus musculus,ESR1,tf,,Epithelium,Mammary Gland,1.0
58789|nan,1.2604574458439025e-07,,,,,,,
5980|HOXC9,2.257377814444357e-07,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
9033|TET1,2.3427512270489046e-07,Mus musculus,TET1,cr,P19.6,,Embryo,1.0
36202|SUZ12,2.4545625482237533e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34005|LHX3,3.886429390137069e-07,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
48945|SUZ12,5.453620393921154e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
48950|SUZ12,6.624285698276722e-07,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
4602|SUZ12,7.663276327229012e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34006|ISL1,7.90636266994673e-07,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
58796|SUZ12,9.715486134767008e-07,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34022|RNF2,1.0065510426763e-06,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
48951|SUZ12,1.0575343805670808e-06,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
37946|NEUROD2,1.0854535110985638e-06,Mus musculus,NEUROD2,tf,P19,,Embryo,1.0
39682|SUZ12,1.697747203676764e-06,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
44862|SMARCA4,2.929245091752739e-06,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0
36071|SUZ12,4.4963389861038134e-06,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
2165|JARID2,9.479941006767911e-06,Mus musculus,JARID2,cr,LF2,Embryonic Stem Cell,Embryo,1.0
44|NPAS4,9.605597566711627e-06,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
55426|NEUROD2,1.0608804831279436e-05,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
48944|SUZ12,1.1130127305888262e-05,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
34713|RNF2,1.3555197573976702e-05,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
33273|ASCL1,1.6664319388644494e-05,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,1.0
44860|SMARCA4,1.804956538361092e-05,Mus musculus,SMARCA4,cr,,Epithelium,Limb,1.0
49582|FOSB,2.4989642915328604e-05,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
8831|PHF19,2.6571736052516385e-05,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
36072|SUZ12,2.7166998096784906e-05,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
48366|SUZ12,3.1103448768059514e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
47715|ESR1,3.3060369072778224e-05,Mus musculus,ESR1,tf,,,Aorta,1.0
57231|EZH2,4.042415229547895e-05,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
34917|KDM2B,6.583044708634715e-05,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
36201|SUZ12,7.124710324860124e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
36070|SUZ12,7.679471516125516e-05,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
34320|REST,8.436621293073972e-05,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
35602|5HMC,9.039326681713959e-05,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
50164|CHRM2,0.00010278356213498691,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0
34018|RNF2,0.00011971548080024714,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
44062|SMARCA4,0.00012058312078686927,Mus musculus,SMARCA4,cr,,Epithelium,Forebrain,1.0
65038|CTCF,0.00012326062048281442,Mus musculus,CTCF,tf,,,Midbrain,1.0
34024|RNF2,0.00015120651397069717,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
36193|REST,0.00015888705469018443,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
51020|JARID2,0.00019203074630308147,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
65037|CTCF,0.0002333004244879952,Mus musculus,CTCF,tf,,,Midbrain,1.0
49572|JUNB,0.00024094354942018925,Mus musculus,JUNB,tf,,Cortical Neuron,Neuric,1.0
64188|CTCF,0.00024296470077567043,Mus musculus,CTCF,tf,,,Forebrain,1.0
64189|CTCF,0.0002581517970241937,Mus musculus,CTCF,tf,,,Forebrain,1.0
45|NPAS4,0.0002677128060215864,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
62864|CTCF,0.0002916048165445886,Mus musculus,CTCF,tf,,,Hindbrain,1.0
49561|FOS,0.000328062774369543,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
55534|RAG1,0.0003458205833404764,Mus musculus,RAG1,cr,R1,Embryonic Stem Cell,Embryo,1.0
41897|EZH2,0.00036372124013142956,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
55962|STAG1,0.00036821888868605055,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
37575|ISL1,0.00043897089699243514,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
39687|UTF1,0.0004914894362466613,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0
32844|REST,0.0005002899369195744,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
47349|REST,0.0005406082407821228,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
51017|BMI1,0.0005809854914123458,Mus musculus,BMI1,cr,,Germline stem cell,,1.0
2999|ARNTL,0.000585452094835759,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,0.0
32775|BMI1,0.000608412479319013,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,1.0
52816|nan,0.0006688845924118995,,,,,,,
4404|JARID2,0.0007003972554504563,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
55963|STAG1,0.0007952674455365146,Mus musculus,STAG1,not sure,,Cortex,Brain,1.0
38213|ARNTL,0.0008014678804515321,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
35601|5HMC,0.0008883494001336367,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
47765|RNF2,0.0008921626490111287,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
34922|RNF2,0.0009671429432356153,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
62863|CTCF,0.001160935002198192,Mus musculus,CTCF,tf,,,Hindbrain,1.0
55975|STAG1,0.0012317937558288885,Mus musculus,STAG1,not sure,,,Brain,1.0
24|CREBBP,0.0012790133569212717,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0
52892|CREBBP,0.0014251113573458972,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
3002|ATOH1,0.001433741282437328,Mus musculus,ATOH1,tf,,,Cerebellum,0.0
36747|NR3C1,0.0014805094065258194,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
36846|PTF1A,0.0014881632632002748,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0
39594|REL,0.0016460711062792576,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0
8329|SOX3,0.0017182916407276294,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0
44217|SMARCA4,0.0017382517761860715,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
38619|H2AZ,0.001956404586606703,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,0.0
49575|FOSB,0.0020034947023622033,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
3001|ATOH1,0.002021935873552306,Mus musculus,ATOH1,tf,,,Cerebellum,1.0
33669|RPA,0.0020431499890669396,Mus musculus,RPA,other,,B Lymphocyte,,1.0
54112|SOX9,0.0020722817643984664,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0
40211|RPA,0.0021754593236796857,Mus musculus,RPA,other,,,Spleen,1.0
49579|FOSB,0.002281707987591,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
54303|H3F3B,0.0023982977485437302,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,1.0
58544|SMAD1/5,0.0027153812145876356,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0
39605|REL,0.0028513650613732917,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,1.0
37951|MYOD1,0.002932849522705907,Mus musculus,MYOD1,tf,P19,,Embryo,1.0
47483|SPI1,0.0029591497051891574,Mus musculus,SPI1,predicted transcription factor,,Macrophage,Bone Marrow,1.0
50683|RFX6,0.0030963921605913648,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0
53004|Input,0.003550096057881379,Mus musculus,Input,other,,Myoblast,Skeletal Muscle,0.0
55974|STAG1,0.0036845663727196267,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
44219|SMARCC2,0.004044974989648676,Mus musculus,SMARCC2,cr,,Epithelium,Hindbrain,1.0
4398|MECP2,0.004049843372676207,Mus musculus,MECP2,cr,,,Cerebellum,1.0
34117|ESR1,0.004406686770251153,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
38902|MYC,0.004456387921861257,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0
41946|ESR1,0.004720110725273554,Mus musculus,ESR1,tf,,,Uterus,1.0
55976|SMC1A,0.004892561704384792,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
4399|MECP2,0.004995525474470275,Mus musculus,MECP2,cr,,,Cerebellum,1.0
36761|ESR1,0.005110688168185312,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
40212|RPA,0.0052039393535349395,Mus musculus,RPA,other,,,Spleen,1.0
58557|PDX1,0.005208798053541619,Mus musculus,PDX1,tf,BetaTC6,,,1.0
9078|SUZ12,0.005209595375166938,Mus musculus,SUZ12,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
39791|T,0.005520486117548568,Mus musculus,T,tf,,,Testis,1.0
49570|FOS,0.00567592813566509,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
49581|FOS,0.00572003153014497,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
1008|EZH2,0.005738615465471936,Mus musculus,EZH2,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
52886|T,0.0060906769597511715,Mus musculus,T,tf,,B Lymphocyte,Blood,1.0
59139|OLIG2,0.0064313862282326575,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0
52893|CREBBP,0.006661133024446836,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
32846|REST,0.007055976885898554,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
35235|MECP2,0.0071338027162503315,Mus musculus,MECP2,cr,,Embryonic Stem Cell,Embryo,0.0
33625|RPA,0.007194161189162103,Mus musculus,RPA,other,,Embryonic Fibroblast,,0.0
37819|ARNTL,0.007565435246932776,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
33622|RPA,0.00762927401444181,Mus musculus,RPA,other,,B Lymphocyte,,0.0
57797|FOXD3,0.007949313319736955,Mus musculus,FOXD3,tf,,,Ectoderm,0.0
48362|RNF2,0.008263330164281735,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
9082|EZH2,0.008343480709752629,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
9271|CTCFL,0.008377608306991894,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0
44781|NCOR1,0.008467010858105887,Mus musculus,NCOR1,cr,3T3-L1,Preadipocyte,Adipose,0.0
36043|CTCF,0.00983022460002247,Mus musculus,CTCF,tf,,,Embryonic Brain,1.0
46514|CTCF,0.00983022460002247,Mus musculus,CTCF,tf,,,Brain,1.0
2995|ARNTL,0.009949417877850057,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
53084|NKX3-2,0.009973640428089327,Mus musculus,NKX3-2,tf,NIH-3T3,Fibroblast,Embryo,1.0
56143|SUZ12,0.01038114721744882,Mus musculus,SUZ12,cr,,Embryonic Fibroblast,,1.0
5412|NOTCH1,0.010510377230434019,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0
35594|ARNTL,0.010729732137680036,Mus musculus,ARNTL,predicted transcription factor,,,Liver,1.0
33629|RPA,0.010759484711005645,Mus musculus,RPA,other,,B Lymphocyte,,0.0
37780|CLOCK,0.010838301570520298,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
9080|EZH2,0.010921669660731166,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
172|PPARG,0.011626401795177996,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0
1088|SUZ12,0.011626401795177996,Mus musculus,SUZ12,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
39636|REL,0.011626401795177996,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0
34112|ESR1,0.01250753846601266,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
34115|ESR1,0.012553353726019345,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
9183|PAX7,0.013274391326045442,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0
40275|PTF1A,0.014207096950174483,Mus musculus,PTF1A,tf,,,Neural Tube,1.0
50968|SUZ12,0.01439215336371423,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
41841|RAD21,0.014535219437619129,Mus musculus,RAD21,not sure,,Astrocyte,,1.0
434|TET1,0.01553111260818296,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
55872|T,0.01565614104823721,Mus musculus,T,tf,,Embryonic Stem Cell,,1.0
58628|RNF2,0.0170693356895897,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,,1.0
43693|KDM4C,0.017179148572011423,Mus musculus,KDM4C,cr,,Embryonic Fibroblast,Embryo,1.0
57234|EZH2,0.017316520320334955,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
33634|RPA,0.017706152643118502,Mus musculus,RPA,other,,B Lymphocyte,,0.0
36745|ESR1,0.017934546834928344,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
44482|MEIS1,0.018240284374307768,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0
34324|FOXA2,0.018294096684329447,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0
37808|ARNTL,0.018461403403890464,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
4411|NFIC,0.018694139110008737,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0
55964|SMC1A,0.018810889750277837,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
36757|NR3C1,0.019135319325806824,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
41324|EZH2,0.01941269679003105,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
435|TET1,0.019600761558093115,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
39613|EGR1,0.01986556601752105,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0
2992|ARNTL,0.020514354716813666,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
34887|KDM2B,0.02090648898643335,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
430|SMAD1,0.021192016573762226,Mus musculus,SMAD1,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,0.0
39585|REL,0.02137224356336972,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,1.0
53115|SMAD2/3,0.023627973392777134,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0
32840|REST,0.023785737682832073,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
327|SIN3A,0.02388643176862256,Mus musculus,SIN3A,tf,C2C12,Myoblast,Muscle,0.0
37847|ARNTL,0.024009105328823555,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
39877|RPA,0.024645219457085633,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0
34610|ARNTL,0.025334486057366157,Mus musculus,ARNTL,predicted transcription factor,,,Liver,0.0
40272|FOXA2,0.025769379731790113,Mus musculus,FOXA2,tf,,,Pancreas,1.0
53132|ZFP57,0.025974011544823185,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0
56498|SUZ12,0.02616187391350211,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
33624|RPA,0.026470346243846803,Mus musculus,RPA,other,,B Lymphocyte,,0.0
48370|EZH2,0.027052462969958987,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
58596|GATA3,0.027341385869662553,Mus musculus,GATA3,tf,,Type 3 innate lympoid cell,Small Intestine,1.0
34093|ESR1,0.027447508202272507,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
37779|NPAS2,0.02756094805838063,Mus musculus,NPAS2,tf,,Epithelium,Liver,1.0
47760|KDM2B,0.027849151346118935,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
40167|SUZ12,0.02821155328565842,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
55977|SMC1A,0.028242516852837192,Mus musculus,SMC1A,predicted chromatin regulator,,,Brain,1.0
36731|RARG,0.02859870545948141,Mus musculus,RARG,tf,F9,,Embryo,1.0
47291|FEZF2,0.028701519095939022,Mus musculus,FEZF2,tf,,Neurosphere,,1.0
47766|RNF2,0.028809660298722554,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
37850|PER1,0.029156936053773834,Mus musculus,PER1,predicted transcription factor,,Epithelium,Liver,0.0
2996|ARNTL,0.029290711834993596,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
33655|RPA,0.029323555280796203,Mus musculus,RPA,other,,Thymocyte,,1.0
36209|MBD2,0.029638104856308453,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0
2993|ARNTL,0.0299767025457388,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
8336|SOX11,0.03061952719343796,Mus musculus,SOX11,tf,,Neural Progenitor Cell,Embryo,0.0
53905|RAD21,0.030774254191390633,Mus musculus,RAD21,not sure,,Fibroblast,,1.0
55965|SMC1A,0.031080067970436196,Mus musculus,SMC1A,predicted chromatin regulator,,Cortex,Brain,1.0
51392|NR3C1,0.03199828904980031,Mus musculus,NR3C1,tf,3134,Epithelium,Mammary Gland,0.0
34622|ARNTL,0.03210339414328241,Mus musculus,ARNTL,predicted transcription factor,,,Liver,0.0
50194|EZH2,0.03323380713974192,Mus musculus,EZH2,cr,J1,Embryonic Stem Cell,Embryo,1.0
5954|RARG,0.03356418110915816,Mus musculus,RARG,tf,F9,,Embryo,1.0
37749|SUZ12,0.034027959212317944,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
37828|NPAS2,0.03436887250368278,Mus musculus,NPAS2,tf,,Epithelium,Liver,0.0
46417|CTCF,0.03529911225751135,Mus musculus,CTCF,tf,,Cortex,,1.0
47714|ESR1,0.035517182081187336,Mus musculus,ESR1,tf,,,Aorta,1.0
48361|RNF2,0.03571697998772427,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
33641|RAD51,0.03588114823419871,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0
54582|OLIG2,0.03749079393391352,Mus musculus,OLIG2,tf,,Embryonic Stem Cell,,1.0
43419|KMT2B,0.03831776025400528,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
36815|PHF19,0.03864562821739397,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,0.0
41785|RNF2,0.04031580698489413,Mus musculus,RNF2,predicted transcription factor,,Epithelium,Forebrain,1.0
55154|MYOD1,0.04054821143101505,Mus musculus,MYOD1,tf,P19,Embryonic Stem Cell,Embryo,1.0
39587|EGR1,0.04084703796313013,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0
51651|GATA1,0.040882654335860295,Mus musculus,GATA1,tf,G1ME,Megakaryocyte,Bone Marrow,0.0
48952|SUZ12,0.04089324902944059,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
35314|TNNI2,0.041061114278723776,Mus musculus,TNNI2,other,,Osteoblast,,1.0
53219|DAXX,0.041197048248516645,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0
4394|JARID2,0.04145594897426667,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
58556|CLOCK,0.041679420361867184,Mus musculus,CLOCK,tf,BetaTC6,,,1.0
37831|CLOCK,0.04205767539966075,Mus musculus,CLOCK,tf,,Epithelium,Liver,0.0
58545|SMAD1/5,0.04229450864659937,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0
37817|CRY2,0.04234913954588079,Mus musculus,CRY2,not sure,,Epithelium,Liver,0.0
48243|CHRM2,0.04242472183514161,Mus musculus,CHRM2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0
38219|ARNTL,0.042735169650227674,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0
17451|CTCF,0.04299688718975909,Mus musculus,CTCF,tf,,Cortex,,1.0
59428|HEY1,0.04303886358259918,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0
55159|NEUROD2,0.04362033481555437,Mus musculus,NEUROD2,tf,P19,Embryonic Stem Cell,Embryo,1.0
2886|REST,0.04364520829349545,Mus musculus,REST,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
59294|CEBPG,0.0443918489746977,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0
38311|CTNNB1,0.04462880489502755,Mus musculus,CTNNB1,tf,,Neural Progenitor Cell,,1.0
37875|ARNTL,0.04504555709216183,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
55978|SMC1A,0.04527306957514548,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
32841|REST,0.046154316440343575,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
