,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
39687|UTF1,0.0004914894362466613,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0,UTF1
51017|BMI1,0.0005809854914123457,Mus musculus,BMI1,cr,,Germline stem cell,,1.0,BMI1
2999|ARNTL,0.000585452094835759,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,0.0,ARNTL
24|CREBBP,0.0012790133569212715,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0,CREBBP
3002|ATOH1,0.001433741282437328,Mus musculus,ATOH1,tf,,,Cerebellum,0.0,ATOH1
36747|NR3C1,0.0014805094065258196,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0,NR3C1
36846|PTF1A,0.0014881632632002748,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0,PTF1A
39594|REL,0.0016460711062792573,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0,REL
8329|SOX3,0.0017182916407276294,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0,SOX3
38619|H2AZ,0.001956404586606703,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,0.0,H2AZ
33669|RPA,0.0020431499890669396,Mus musculus,RPA,other,,B Lymphocyte,,1.0,RPA
54112|SOX9,0.0020722817643984664,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0,SOX9
54303|H3F3B,0.0023982977485437307,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,1.0,H3F3B
58544|SMAD1/5,0.002715381214587636,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0,SMAD1/5
37951|MYOD1,0.002932849522705907,Mus musculus,MYOD1,tf,P19,,Embryo,1.0,MYOD1
47483|SPI1,0.002959149705189157,Mus musculus,SPI1,predicted transcription factor,,Macrophage,Bone Marrow,1.0,SPI1
50683|RFX6,0.0030963921605913648,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
53004|Input,0.003550096057881379,Mus musculus,Input,other,,Myoblast,Skeletal Muscle,0.0,Input
44219|SMARCC2,0.004044974989648676,Mus musculus,SMARCC2,cr,,Epithelium,Hindbrain,1.0,SMARCC2
4398|MECP2,0.004049843372676207,Mus musculus,MECP2,cr,,,Cerebellum,1.0,MECP2
38902|MYC,0.004456387921861257,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0,MYC
55976|SMC1A,0.004892561704384792,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,SMC1A
58557|PDX1,0.005208798053541619,Mus musculus,PDX1,tf,BetaTC6,,,1.0,PDX1
39791|T,0.005520486117548568,Mus musculus,T,tf,,,Testis,1.0,T
59139|OLIG2,0.0064313862282326575,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0,OLIG2
57797|FOXD3,0.007949313319736955,Mus musculus,FOXD3,tf,,,Ectoderm,0.0,FOXD3
9271|CTCFL,0.008377608306991894,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0,CTCFL
44781|NCOR1,0.008467010858105887,Mus musculus,NCOR1,cr,3T3-L1,Preadipocyte,Adipose,0.0,NCOR1
53084|NKX3-2,0.009973640428089329,Mus musculus,NKX3-2,tf,NIH-3T3,Fibroblast,Embryo,1.0,NKX3-2
5412|NOTCH1,0.01051037723043402,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
37780|CLOCK,0.0108383015705203,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0,CLOCK
172|PPARG,0.011626401795177996,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0,PPARG
9183|PAX7,0.013274391326045442,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
41841|RAD21,0.014535219437619129,Mus musculus,RAD21,not sure,,Astrocyte,,1.0,RAD21
43693|KDM4C,0.017179148572011426,Mus musculus,KDM4C,cr,,Embryonic Fibroblast,Embryo,1.0,KDM4C
44482|MEIS1,0.018240284374307768,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0,MEIS1
34324|FOXA2,0.018294096684329447,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0,FOXA2
4411|NFIC,0.018694139110008737,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0,NFIC
39613|EGR1,0.01986556601752105,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0,EGR1
430|SMAD1,0.021192016573762226,Mus musculus,SMAD1,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,0.0,SMAD1
53115|SMAD2/3,0.02362797339277713,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
327|SIN3A,0.02388643176862256,Mus musculus,SIN3A,tf,C2C12,Myoblast,Muscle,0.0,SIN3A
53132|ZFP57,0.025974011544823185,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0,ZFP57
58596|GATA3,0.027341385869662557,Mus musculus,GATA3,tf,,Type 3 innate lympoid cell,Small Intestine,1.0,GATA3
37779|NPAS2,0.027560948058380632,Mus musculus,NPAS2,tf,,Epithelium,Liver,1.0,NPAS2
36731|RARG,0.028598705459481413,Mus musculus,RARG,tf,F9,,Embryo,1.0,RARG
47291|FEZF2,0.028701519095939026,Mus musculus,FEZF2,tf,,Neurosphere,,1.0,FEZF2
37850|PER1,0.029156936053773837,Mus musculus,PER1,predicted transcription factor,,Epithelium,Liver,0.0,PER1
36209|MBD2,0.02963810485630845,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0,MBD2
8336|SOX11,0.030619527193437964,Mus musculus,SOX11,tf,,Neural Progenitor Cell,Embryo,0.0,SOX11
33641|RAD51,0.03588114823419871,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0,RAD51
43419|KMT2B,0.03831776025400528,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KMT2B
51651|GATA1,0.040882654335860295,Mus musculus,GATA1,tf,G1ME,Megakaryocyte,Bone Marrow,0.0,GATA1
35314|TNNI2,0.041061114278723776,Mus musculus,TNNI2,other,,Osteoblast,,1.0,TNNI2
53219|DAXX,0.04119704824851665,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0,DAXX
37817|CRY2,0.042349139545880786,Mus musculus,CRY2,not sure,,Epithelium,Liver,0.0,CRY2
59428|HEY1,0.04303886358259918,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0,HEY1
59294|CEBPG,0.0443918489746977,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0,CEBPG
38311|CTNNB1,0.04462880489502755,Mus musculus,CTNNB1,tf,,Neural Progenitor Cell,,1.0,CTNNB1
58028|NEUROD1,0.04654430082514908,Mus musculus,NEUROD1,tf,,Embryonic Stem Cell,Embryo,1.0,NEUROD1
39314|TFE3,0.04902169858388301,Mus musculus,TFE3,tf,,Embryonic Stem Cell,Embryo,1.0,TFE3
36824|PITX1,0.049363778095662884,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
52796|RXRA,0.052393542419215414,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0,RXRA
8913|FOXA1,0.05279108729286923,Mus musculus,FOXA1,tf,,Hepatocyte,Liver,1.0,FOXA1
54372|KLF15,0.0571294740243264,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
328|SIN3B,0.05824120155490544,Mus musculus,SIN3B,tf,C2C12,Myoblast,Muscle,0.0,SIN3B
48386|H3S28ph,0.0588829565601998,Mus musculus,H3S28ph,other,Swiss-3T3,Fibroblast,,1.0,H3S28ph
35710|EOMES,0.059831800609652486,Mus musculus,EOMES,tf,TSC,Trophoblast Stem Cell,Embryo,0.0,EOMES
52523|TFAP2C,0.0607160640045095,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0,TFAP2C
39310|TMPRSS4,0.06124266769971906,Mus musculus,TMPRSS4,other,V6.5,Embryonic Stem Cell,Embryo,1.0,TMPRSS4
55268|E2F3,0.06141005524267476,Mus musculus,E2F3,tf,,,intestinal villus,1.0,E2F3
51891|MED1,0.0638467730567926,Mus musculus,MED1,predicted transcription factor,,,Adipose,1.0,MED1
44364|ING1,0.0666380780865244,Mus musculus,ING1,predicted chromatin regulator,C2C12,Myoblast,Muscle,1.0,ING1
37400|PR,0.06774910737477953,Mus musculus,PR,predicted transcription factor,,,Uterus,1.0,PR
8836|STAG2,0.0685189073570232,Mus musculus,STAG2,not sure,,Fibroblast,Embryo,1.0,STAG2
9289|DMC1,0.0698201954745298,Mus musculus,DMC1,not sure,,,Testis,0.0,DMC1
54432|CEBPB,0.07471045439899658,Mus musculus,CEBPB,tf,,B Lymphocyte,,1.0,CEBPB
53116|TCF12,0.07510093768484556,Mus musculus,TCF12,tf,,,Endoderm,1.0,TCF12
51036|TDG,0.07759714264359853,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0,TDG
53155|DNMT3A,0.08075051506567492,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0,DNMT3A
37956|YY1,0.08135550011997023,Mus musculus,YY1,tf,,Embryonic Stem Cell,Embryo,0.0,YY1
38468|HSF1,0.08148873857100819,Mus musculus,HSF1,tf,,Striatal Cell,,1.0,HSF1
520|GATA2,0.08410162094747081,Mus musculus,GATA2,tf,G1E-ER4,Erythroid Cell,Blood,1.0,GATA2
52041|EZH1,0.08424290366241194,Mus musculus,EZH1,cr,,,Mammary Gland,0.0,EZH1
58971|MBD1,0.09094029989872864,Mus musculus,MBD1,cr,3T3-L1,Preadipocyte,Adipose,1.0,MBD1
33050|SRSF2,0.09204748464510054,Mus musculus,SRSF2,other,,Embryonic Fibroblast,Embryo,0.0,SRSF2
36204|TRIM28,0.09206772332307922,Mus musculus,TRIM28,cr,,Erythroblast,Bone Marrow,1.0,TRIM28
36980|MBD3,0.09694295164711003,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0,MBD3
51015|SCML2,0.09958228437870986,Mus musculus,SCML2,tf,,Germline stem cell,,1.0,SCML2
44147|SRF,0.10078423823935878,Mus musculus,SRF,tf,NIH-3T3,Fibroblast,Embryo,1.0,SRF
52800|NR4A1,0.10202455766535634,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,1.0,NR4A1
52228|TP53,0.1044367013631068,Mus musculus,TP53,predicted transcription factor,,Embryonic Fibroblast,Embryo,1.0,TP53
50079|TAL1,0.10509928442196848,Mus musculus,TAL1,tf,J1,Embryonic Stem Cell,Embryo,1.0,TAL1
48323|ATF3,0.10764524375609752,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,0.0,ATF3
5131|ATRX,0.10807813941149436,Mus musculus,ATRX,cr,E14,Embryonic Stem Cell,Embryo,1.0,ATRX
33088|IRF8,0.10947924529458647,Mus musculus,IRF8,tf,TOT2,Myeloid Progenitor Cell,,1.0,IRF8
53005|KAT2B,0.11237666536899554,Mus musculus,KAT2B,predicted chromatin regulator,,Embryonic Stem Cell,,1.0,KAT2B
38314|SIX2,0.11358068675246365,Mus musculus,SIX2,tf,,Neural Progenitor Cell,Kidney,1.0,SIX2
36726|TOP2A,0.11661256928001608,Mus musculus,TOP2A,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,TOP2A
52237|POU5F1,0.11756369010713665,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,,0.0,POU5F1
33368|LHX2,0.11914669849088055,Mus musculus,LHX2,tf,,,Mouse Back Skin,0.0,LHX2
43908|RELA,0.1205972660967496,Mus musculus,RELA,tf,3T3-L1,Preadipocyte,Adipose,1.0,RELA
54446|EBF1,0.124886177552391,Mus musculus,EBF1,tf,,B Lymphocyte,,1.0,EBF1
32975|CDX2,0.12692839925206026,Mus musculus,CDX2,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,CDX2
33652|H2AFX,0.13150327925423694,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0,H2AFX
40114|RORC,0.13321526535410316,Mus musculus,RORC,tf,,Th17,,1.0,RORC
53170|DPPA2,0.13328116824695602,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0,DPPA2
39069|SMC3,0.1357693500500069,Mus musculus,SMC3,predicted chromatin regulator,,Embryonic Fibroblast,Embryo,1.0,SMC3
8333|SOX2,0.13663186197810445,Mus musculus,SOX2,tf,,Neural Progenitor Cell,Embryo,1.0,SOX2
34540|POU3F2,0.1411389460651134,Mus musculus,POU3F2,tf,,Embryonic Stem Cell,Embryo,1.0,POU3F2
9023|STAT3,0.14269955489327252,Mus musculus,STAT3,tf,AtT-20,Corticotroph,Brain,1.0,STAT3
50212|GTF2B,0.14562011905394262,Mus musculus,GTF2B,tf,,,Heart,0.0,GTF2B
58955|SETDB1,0.14567771479648206,Mus musculus,SETDB1,cr,,Embryonic Stem Cell,,1.0,SETDB1
9103|TEAD4,0.14619480701084314,Mus musculus,TEAD4,tf,TSC,Trophoblast Stem Cell,Embryo,0.0,TEAD4
44160|ELK1,0.14751695868567166,Mus musculus,ELK1,tf,NIH-3T3,Fibroblast,Embryo,1.0,ELK1
58293|NRF1,0.14914565923391832,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0,NRF1
32927|BRDU,0.1493859057480469,Mus musculus,BRDU,other,,B Lymphocyte,Spleen,1.0,BRDU
52670|C17orf96,0.1525645697404906,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0,C17orf96
48257|RUNX1,0.15285907923534148,Mus musculus,RUNX1,tf,,,,0.0,RUNX1
54249|OTX2,0.15586679597096015,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0,OTX2
35690|KMT2C,0.15886199400537754,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0,KMT2C
39371|AR,0.159620199641979,Mus musculus,AR,tf,,Epithelium,Prostate,1.0,AR
33940|EHF,0.15963953172441558,Mus musculus,EHF,tf,,,Corneal Epithelium,0.0,EHF
33723|SOX17,0.16183391168188765,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0,SOX17
58298|RFX2,0.16286874929701095,Mus musculus,RFX2,tf,,,Testis,1.0,RFX2
2983|AFF4,0.1639268256525549,Mus musculus,AFF4,tf,,Embryonic Stem Cell,Embryo,1.0,AFF4
44554|NANOG,0.17153968829863758,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,NANOG
4412|NR1D1,0.1718537100034962,Mus musculus,NR1D1,tf,,Hepatocyte,Liver,1.0,NR1D1
33120|DDIT3,0.17292455305073398,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0,DDIT3
43115|PRDM5,0.17398455935000684,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0,PRDM5
57226|MEN1,0.18695323800340446,Mus musculus,MEN1,tf,,Embryonic Stem Cell,,1.0,MEN1
51966|LDB1,0.19311489022411304,Mus musculus,LDB1,not sure,AtT-20,,,0.0,LDB1
44272|SREBF1,0.19576340608872236,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0,SREBF1
34590|THRA,0.19649561405224525,Mus musculus,THRA,tf,C17.2,Neural Progenitor Cell,,1.0,THRA
8346|HOXA9,0.19661419941840372,Mus musculus,HOXA9,tf,,Myeloid Cell,Bone Marrow,0.0,HOXA9
51325|ZIC1/2,0.19739619876814007,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0,ZIC1/2
56133|RBFOX2,0.20915043604783826,Mus musculus,RBFOX2,other,,,Heart,1.0,RBFOX2
48583|HSF2,0.20952186643757514,Mus musculus,HSF2,tf,,Spermatocyte,Testis,0.0,HSF2
59295|ATF4,0.21025163983220654,Mus musculus,ATF4,tf,,Embryonic Fibroblast,Embryo,1.0,ATF4
56386|TCF4,0.21285192513323856,Mus musculus,TCF4,tf,,Crypt cells,,1.0,TCF4
34412|FOSL2,0.21570230799989146,Mus musculus,FOSL2,tf,C2C12,Myoblast,Muscle,1.0,FOSL2
58498|POU3F1,0.21660490767327398,Mus musculus,POU3F1,tf,,Embryonic Stem Cell,Embryo,0.0,POU3F1
48644|ARID3A,0.21750131516759294,Mus musculus,ARID3A,tf,J1,Embryonic Stem Cell,Embryo,1.0,ARID3A
33688|FAIRE,0.21764835755468992,Mus musculus,FAIRE,other,,Epithelium,,0.0,FAIRE
451|SMAD2,0.2186333821753063,Mus musculus,SMAD2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,SMAD2
9937|AHR,0.22320749906249987,Mus musculus,AHR,tf,,Dendritic Cell,Bone Marrow,0.0,AHR
57994|HDAC1,0.22535019149019514,Mus musculus,HDAC1,cr,,Embryonic Stem Cell,,0.0,HDAC1
32926|BRCA1,0.2256456212716839,Mus musculus,BRCA1,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0,BRCA1
40133|BATF,0.22669702008258674,Mus musculus,BATF,predicted transcription factor,,Th17,,1.0,BATF
52890|HDAC3,0.2274718462649094,Mus musculus,HDAC3,cr,,Macrophage,Bone,0.0,HDAC3
9184|PAX3,0.22991102580228184,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0,PAX3
41955|RUNX3,0.2304347545241829,Mus musculus,RUNX3,tf,,Natural Killer Cell,Spleen,1.0,RUNX3
56519|RYBP,0.23197854387509306,Mus musculus,RYBP,tf,E14Tg2A,Embryonic Stem Cell,,1.0,RYBP
55621|POU3F3,0.23252845488180815,Mus musculus,POU3F3,tf,,Neural Stem Cell,,1.0,POU3F3
33267|FOXO3,0.2325447127141589,Mus musculus,FOXO3,tf,,Neural Progenitor Cell,,0.0,FOXO3
40138|MAF,0.2417134736687904,Mus musculus,MAF,tf,,Th0,,1.0,MAF
53676|DMRT1,0.2465454191117147,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
47110|POLR3A,0.2519166466940089,Mus musculus,POLR3A,tf,,,Skin,1.0,POLR3A
44170|ELK3,0.2588949199262089,Mus musculus,ELK3,tf,NIH-3T3,Fibroblast,Embryo,1.0,ELK3
38373|STAT1,0.2597866935456972,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0,STAT1
41733|PRDM1,0.2623518932262817,Mus musculus,PRDM1,tf,,T Lymphocyte,,0.0,PRDM1
3003|CBX5,0.2624957683596708,Mus musculus,CBX5,cr,,Hepatocyte,Liver,1.0,CBX5
5501|STAT5A,0.2632550443059316,Mus musculus,STAT5A,tf,,Fibroblast,Embryo,1.0,STAT5A
33081|IRF4,0.2655708629201107,Mus musculus,IRF4,predicted transcription factor,,B Lymphocyte,,1.0,IRF4
37899|IRF1,0.26867304244332063,Mus musculus,IRF1,tf,,Dendritic Cell,Bone Marrow,1.0,IRF1
487|MYB,0.2741577901439424,Mus musculus,MYB,tf,ERMYB,Myeloid Progenitor Cell,Bone Marrow,1.0,MYB
5809|HELLS,0.284516499788957,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
56525|PRDM9,0.2854081541818616,Mus musculus,PRDM9,predicted transcription factor,,,Spleen,1.0,PRDM9
4509|RAP1A,0.2871575022709343,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,0.0,RAP1A
5094|BRD2,0.2935015619776121,Mus musculus,BRD2,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0,BRD2
5063|BRD4,0.2937926481308376,Mus musculus,BRD4,cr,,Macrophage,Bone Marrow,1.0,BRD4
39616|RELB,0.2940838646329531,Mus musculus,RELB,tf,,Dendritic Cell,Bone Marrow,1.0,RELB
9157|NKX3-1,0.2951041613501147,Mus musculus,NKX3-1,tf,,Epithelium,Prostate,0.0,NKX3-1
8907|TBX3,0.2957266958616007,Mus musculus,TBX3,tf,,Myocyte,Heart,1.0,TBX3
50031|NFATC1,0.2974942050699446,Mus musculus,NFATC1,tf,,,Pancreas,1.0,NFATC1
51781|BRD3,0.2980497590392689,Mus musculus,BRD3,predicted chromatin regulator,G1E,Erythroid Cell,Blood,1.0,BRD3
173|RXRG,0.3022666917426853,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,1.0,RXRG
8918|SMAD3,0.3067867195423666,Mus musculus,SMAD3,tf,,Cortex,,1.0,SMAD3
47313|RBPJ,0.3072457890848889,Mus musculus,RBPJ,tf,F9,,Embryo,1.0,RBPJ
105|CEBPA,0.3074726354508712,Mus musculus,CEBPA,tf,3T3-L1,Preadipocyte,Adipose,1.0,CEBPA
52257|ETV2,0.3088727640550909,Mus musculus,ETV2,tf,,Embryonic Stem Cell,Embryo,1.0,ETV2
52882|TRIM33,0.3095203640029821,Mus musculus,TRIM33,predicted chromatin regulator,38B9,Pre-B Lymphocyte,Blood,1.0,TRIM33
52983|ARID1A,0.3116008634713172,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0,ARID1A
41873|DNMT3L,0.31190048753667343,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
38099|MEF2D,0.31882896430247465,Mus musculus,MEF2D,tf,C2C12,Myoblast,Muscle,1.0,MEF2D
53433|HNRNPL,0.3234098062375164,Mus musculus,HNRNPL,predicted transcription factor,,Embryonic Stem Cell,,1.0,HNRNPL
44151|MKL1,0.32370165413512,Mus musculus,MKL1,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL1
36703|IKZF1,0.3247240035911304,Mus musculus,IKZF1,tf,,,Thymus,1.0,IKZF1
5463|KDM5B,0.32910581993249755,Mus musculus,KDM5B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM5B
181|TCF7,0.3325074954617432,Mus musculus,TCF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,TCF7
44372|WDR5,0.3455980304782705,Mus musculus,WDR5,cr,C2C12,Myoblast,Muscle,0.0,WDR5
36206|MBD4,0.34625375668972225,Mus musculus,MBD4,cr,,Embryonic Stem Cell,Embryo,0.0,MBD4
5185|BCL6,0.34918842908936404,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0,BCL6
4397|MAFA,0.3514757377306612,Mus musculus,MAFA,tf,,Epithelium,Pancreatic Islet,0.0,MAFA
37900|ETS2,0.3522165978350336,Mus musculus,ETS2,tf,,Dendritic Cell,Bone Marrow,0.0,ETS2
41415|JUN,0.3522471398297254,Mus musculus,JUN,tf,3T3-L1,Preadipocyte,Adipose,1.0,JUN
56089|SMARCA5,0.3526527113910243,Mus musculus,SMARCA5,cr,,,Nucleus Accumben,1.0,SMARCA5
44547|NUP98PHF23,0.35936606389091824,Mus musculus,NUP98PHF23,other,961C,,Blood,0.0,NUP98PHF23
51887|PRDM16,0.3642000768345287,Mus musculus,PRDM16,tf,,,Adipose,1.0,PRDM16
56092|BAZ1A,0.3663713567380464,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0,BAZ1A
44156|MKL2,0.36857424550355466,Mus musculus,MKL2,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL2
41978|EHMT2,0.36887448318945226,Mus musculus,EHMT2,cr,,Embryonic Stem Cell,Embryo,1.0,EHMT2
54230|GATA6,0.3758916420924967,Mus musculus,GATA6,tf,,Stem cell,,1.0,GATA6
161|PPARA,0.37727082231304976,Mus musculus,PPARA,tf,3T3-L1,Preadipocyte,Adipose,1.0,PPARA
44847|BIRA,0.3783570631371908,Mus musculus,BIRA,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,BIRA
32928|SMC5,0.3790764496882792,Mus musculus,SMC5,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0,SMC5
59433|HEY2,0.3793643214584342,Mus musculus,HEY2,tf,,Cardiomyocyte,,1.0,HEY2
58145|SIX4,0.3803723953922717,Mus musculus,SIX4,tf,C2C12,Myoblast,Muscle,0.0,SIX4
294|MSX1,0.3917389740778921,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
