,H3K27ac
chr1:175492544:175492545:NM_011880:Rgs7,2.1615953777427417
chr1:170927582:170927583:NM_001160215:Fcrla,-0.9667995394638427
chr1:170927582:170927583:NM_145141:Fcrla,-0.9667995394638427
chr1:175492544:175492545:NM_001199003:Rgs7,2.1615953777427417
chr1:170927582:170927583:NR_027666:Fcrla,-0.9667995394638427
chr1:175492544:175492545:NM_001347195:Rgs7,2.1615953777427417
chr1:181352627:181352628:NM_001160212:Cnih3,1.3068776591846138
chr1:181352627:181352628:NM_001160211:Cnih3,1.3068776591846138
chr1:180330475:180330476:NM_001081175:Itpkb,0.6596201317864736
chr1:179518002:179518003:NM_027188:Smyd3,-0.37583141954074806
chr1:177248766:177248767:NM_011785:Akt3,0.41340940999724907
chr1:181352627:181352628:NM_028408:Cnih3,1.3068776591846138
chr1:182409166:182409167:NM_173378:Trp53bp2,0.832111064344971
chr1:185537335:185537336:NR_030555:Mir297c,-0.5022658981607795
chr1:187609005:187609006:NM_001243792:Esrrg,1.458834909184118
chr1:189728267:189728268:NM_008976:Ptpn14,-0.8009450543066886
chr1:190911769:190911770:NM_178775:Rps6kc1,0.7052722866751949
chr1:188262837:188262838:NM_021408:Ush2a,1.1149201095135102
chr1:186705988:186705989:NM_009367:Tgfb2,0.6688233478343432
chr1:186705988:186705989:NM_001329107:Tgfb2,0.6688233478343432
chr1:195017398:195017399:NR_015566:A330023F24Rik,0.46135977755923874
chr1:3671497:3671498:NM_001011874:Xkr4,2.1747556511062642
chr1:5018733:5018734:NM_001290372:Rgs20,2.0084806499125585
chr1:5019538:5019539:NM_021374:Rgs20,2.030250666495026
chr1:5083085:5083086:NM_133826:Atp6v1h,-0.5073268662555673
chr1:5070284:5070285:NM_001177795:Rgs20,-0.3318077110164491
chr1:4409240:4409241:NM_001195662:Rp1,-0.3912028782981496
chr1:5083085:5083086:NM_001310442:Atp6v1h,-0.5073268662555673
chr1:6730050:6730051:NR_045189:St18,2.4447678616444874
chr1:6730050:6730051:NR_045188:St18,2.4447678616444874
chr1:6487230:6487231:NM_001244693:St18,-0.08253333314780592
chr1:6730050:6730051:NM_173868:St18,2.4447678616444874
chr1:6487230:6487231:NM_001244692:St18,-0.08253333314780592
chr1:9548045:9548046:NM_175236:Adhfe1,-1.353511870167308
chr1:10232669:10232670:NM_001102430:Arfgef1,0.12483503503776167
chr1:9798129:9798130:NM_133220:Sgk3,0.402415429974773
chr1:9700208:9700209:NM_001290397:Mybl1,-1.2364626774074368
chr1:9700208:9700209:NM_008651:Mybl1,-1.2364626774074368
chr1:10038217:10038218:NM_026493:Cspp1,-0.9763330390880011
chr1:9798129:9798130:NM_177547:Sgk3,0.402415429974773
chr1:9967484:9967485:NM_001285425:Tcf24,-1.0489538236300837
chr1:9631091:9631092:NR_015470:2610203C22Rik,0.34685346094984537
chr1:9548045:9548046:NR_027664:Adhfe1,-1.353511870167308
chr1:10865873:10865874:NR_030645:Mir467e,-0.9750056501929397
chr1:10993464:10993465:NM_029525:Prex2,1.18375641389961
chr1:11263962:11263963:NM_001033636:Prex2,-0.3655939486265536
chr1:12692429:12692430:NM_001198566:Sulf1,-0.0314163895033491
chr1:12692429:12692430:NM_001198565:Sulf1,-0.0314163895033491
chr1:12718544:12718545:NM_172294:Sulf1,-0.8603581375024953
chr1:13374082:13374083:NM_008678:Ncoa2,-0.019374684680674763
chr1:13372428:13372429:NM_001302702:Ncoa2,-0.042720264793365596
chr1:12991134:12991135:NM_172841:Slco5a1,2.34639266792381
chr1:14310198:14310199:NM_001252192:Eya1,1.1855517929069797
chr1:14310198:14310199:NM_010164:Eya1,1.1855517929069797
chr1:14310198:14310199:NM_001310459:Eya1,1.1855517929069797
chr1:15312451:15312452:NM_001098528:Kcnb2,1.3302508585918524
chr1:16519301:16519302:NM_025303:Stau2,1.444475898014692
chr1:16519301:16519302:NM_001111272:Stau2,1.444475898014692
chr1:16105881:16105882:NM_133832:Rdh10,-0.21089110543611594
chr1:16656864:16656865:NM_026456:Eloc,-0.8067840468302998
chr1:16657118:16657119:NM_001310470:Eloc,-0.798745721089449
chr1:15892721:15892722:NM_001033288:Sbspon,0.64010129801966
chr1:16519114:16519115:NM_001347044:Stau2,1.4400896050494594
chr1:16519301:16519302:NM_001347045:Stau2,1.444475898014692
chr1:17097888:17097889:NM_020604:Jph1,1.7385024320039164
chr1:17727645:17727646:NR_130314:Gm16070,0.511463784403924
chr1:18223563:18223564:NR_002879:Defb44-ps,-0.899086151706538
chr1:19103021:19103022:NM_153154:Tfap2d,1.3509629672321175
chr1:20618056:20618057:NM_153179:Pkhd1,-0.04131005852906557
chr1:21961941:21961942:NM_023872:Kcnq5,1.7728620537563902
chr1:21961941:21961942:NM_001160139:Kcnq5,1.7728620537563902
chr1:21962649:21962650:NM_001310477:Kcnq5,1.755973600708817
chr1:22432842:22432843:NM_053270:Rims1,-0.7856656678736337
chr1:22805723:22805724:NM_001012625:Rims1,3.038823061994386
chr1:22432842:22432843:NM_183018:Rims1,-0.7856656678736337
chr1:22805723:22805724:NM_001012624:Rims1,3.038823061994386
chr1:22432842:22432843:NM_001012623:Rims1,-0.7856656678736337
chr1:22805723:22805724:NM_001012623:Rims1,3.038823061994386
chr1:23922380:23922381:NM_028534:Smap1,0.11552088479107642
chr1:23909735:23909736:NM_001290683:Smap1,-0.12024947263898342
chr1:23909735:23909736:NR_110972:Smap1,-0.12024947263898342
chr1:24587436:24587437:NM_007733:Col19a1,1.4656403453860443
chr1:24195202:24195203:NM_001290691:Col9a1,2.3126664659822853
chr1:24177609:24177610:NM_007740:Col9a1,1.9701855601976923
chr1:31176434:31176435:NM_153601:Lgsn,0.9464091918603837
chr1:31222655:31222656:NR_033445:4931428L18Rik,0.425899125416663
chr1:31096453:31096454:NR_136907:Gm29669,0.28485507750247735
chr1:34011824:34011825:NM_134448:Dst,0.5370224969877678
chr1:34459745:34459746:NM_011206:Ptpn18,-0.557980769219317
chr1:34011824:34011825:NM_133833:Dst,0.5370224969877678
chr1:33908224:33908225:NM_001276764:Dst,1.1056752613113336
chr1:34849958:34849959:NM_145516:Plekhb2,-0.26260065489283324
chr1:34849958:34849959:NM_175421:Plekhb2,-0.26260065489283324
chr1:36593331:36593332:NM_027957:Fam178b,0.9648060663052643
chr1:36683182:36683183:NM_001126046:Fam178b,-0.18740427644491225
chr1:36244301:36244302:NM_198899:Uggt1,-0.44618475189429513
chr1:36445270:36445271:NM_001310517:Lman2l,0.05145272456550815
chr1:36445270:36445271:NM_001013374:Lman2l,0.05145272456550815
chr1:37218277:37218278:NM_001282010:Cnga3,-0.31992522037756843
chr1:37219204:37219205:NM_009918:Cnga3,-0.2632405499504045
chr1:37299837:37299838:NM_030266:Inpp4a,0.9953457937442292
chr1:37541015:37541016:NM_173870:Mgat4a,-0.07691069972771404
chr1:37719810:37719811:NM_028096:2010300C02Rik,1.5987683385037526
chr1:37536403:37536404:NM_001290801:Mgat4a,-0.37321479629124804
chr1:37488604:37488605:NR_024017:4930594C11Rik,-1.143438537525583
chr1:36939526:36939527:NM_018872:Tmem131,-0.28717257354031334
chr1:37299837:37299838:NM_001290797:Inpp4a,0.9953457937442292
chr1:37890410:37890411:NM_026913:Mitd1,-0.48036197993414437
chr1:37998009:37998010:NM_198303:Eif5b,-1.0239257795773324
chr1:38627243:38627244:NM_001290814:Aff3,1.943859921202409
chr1:39720988:39720989:NM_001145660:Rfx8,0.6751680555883772
chr1:39478746:39478747:NM_018775:Tbc1d8,0.59678971225692
chr1:39194271:39194272:NM_008719:Npas2,1.479002405300925
chr1:40225079:40225080:NM_008362:Il1r1,-0.3375658804475546
chr1:40084767:40084768:NM_010555:Il1r2,0.7789571747724314
chr1:39900912:39900913:NM_001252202:Map4k4,0.14003307263754275
chr1:39900912:39900913:NM_001252201:Map4k4,0.14003307263754275
chr1:39900912:39900913:NM_008696:Map4k4,0.14003307263754275
chr1:39900912:39900913:NM_001252200:Map4k4,0.14003307263754275
chr1:40681711:40681712:NM_001033289:Slc9a2,0.9221534520463319
chr1:42851232:42851233:NM_023514:Mrps9,-0.6422347009603232
chr1:43445750:43445751:NM_010879:Nck2,0.17608465268060705
chr1:43827707:43827708:NM_026430:Uxs1,0.26410409753305014
chr1:44551670:44551671:NM_028450:Gulp1,0.606705987465586
chr1:44147743:44147744:NM_011729:Ercc5,-0.0787190877637345
chr1:45503281:45503282:NM_007737:Col5a2,0.27733063379018935
chr1:46425517:46425518:NM_001310335:Dnah7c,0.450401724436836
chr1:50927522:50927523:NM_019790:Tmeff2,2.715453161890527
chr1:51333778:51333779:NR_045151:9330175M20Rik,2.3420931048941735
chr1:51915977:51915978:NM_010863:Myo1b,0.43458236553731316
chr1:52233231:52233232:NM_001081081:Gls,0.5039623555643425
chr1:51915977:51915978:NM_001161817:Myo1b,0.43458236553731316
chr1:52008239:52008240:NM_011487:Stat4,-0.47481377569804567
chr1:51987147:51987148:NM_001308266:Stat4,0.6527788872313088
chr1:51915977:51915978:NM_001290982:Myo1b,0.43458236553731316
chr1:53352751:53352752:NM_133728:Asnsd1,-0.40221489751362344
chr1:52727317:52727318:NM_133829:Mfsd6,2.121896674482371
chr1:52727317:52727318:NM_178081:Mfsd6,2.121896674482371
chr1:53352751:53352752:NM_001290984:Asnsd1,-0.40221489751362344
chr1:53297027:53297028:NM_153556:Pms1,-0.15490550940371903
chr1:54250682:54250683:NM_030025:Ccdc150,-0.565679854438051
chr1:54195033:54195034:NM_172655:Hecw2,1.996905924445179
chr1:54195033:54195034:NM_001001883:Hecw2,1.996905924445179
chr1:55363468:55363469:NM_029267:Boll,-0.5381158692316844
chr1:54926386:54926387:NM_001081433:Ankrd44,1.3010112017927522
chr1:55362706:55362707:NM_001113367:Boll,-0.5672696904890092
chr1:55226781:55226782:NM_028713:Rftn2,0.11118245513650367
chr1:55931240:55931241:NR_045837:9130227L01Rik,0.4978566505005769
chr1:56971333:56971334:NM_139146:Satb2,2.0682020971460244
chr1:57406547:57406548:NM_001081181:Maip1,-0.3513216616763061
chr1:58113135:58113136:NM_023617:Aox3,-0.8925491668257493
chr1:58029968:58029969:NM_009676:Aox1,-0.43780939809703984
chr1:57774860:57774861:NM_144882:Spats2l,1.389221658804021
chr1:57845570:57845571:NM_001164566:Spats2l,0.3989349504749616
chr1:58586396:58586397:NM_025597:Ndufb3,-0.3044113315092223
chr1:58278325:58278326:NM_001008419:Aox2,0.44501864102213023
chr1:58445150:58445151:NM_022988:Nif3l1,-0.7073257921811991
chr1:59119805:59119806:NM_001037812:Tmem237,0.6647402921475123
chr1:59120095:59120096:NM_001033449:Tmem237,0.6705102573231155
chr1:58973570:58973571:NM_172656:Stradb,0.12189069516979283
chr1:60043121:60043122:NM_001316695:Ica1l,0.45910339098091574
chr1:60043121:60043122:NM_027407:Ica1l,0.45910339098091574
chr1:60409618:60409619:NM_001198570:Abi2,0.4078589903650462
chr1:60409618:60409619:NM_001198571:Abi2,0.4078589903650462
chr1:60409618:60409619:NM_198127:Abi2,0.4078589903650462
chr1:60180598:60180599:NM_173444:Nbeal1,-0.4827007955457886
chr1:60043121:60043122:NM_001316694:Ica1l,0.45910339098091574
chr1:60566764:60566765:NM_001045513:Raph1,0.29055649747165163
chr1:62703316:62703317:NM_001077407:Nrp2,1.0356670661214284
chr1:62703316:62703317:NM_010939:Nrp2,1.0356670661214284
chr1:62703316:62703317:NM_001077404:Nrp2,1.0356670661214284
chr1:62703316:62703317:NM_001077406:Nrp2,1.0356670661214284
chr1:62703316:62703317:NM_001077403:Nrp2,1.0356670661214284
chr1:62703316:62703317:NM_001077405:Nrp2,1.0356670661214284
chr1:63445890:63445891:NM_011780:Adam23,0.10998601567247468
chr1:63200357:63200358:NM_001285937:Zdbf2,-1.2219032540917092
chr1:63200357:63200358:NM_001285936:Zdbf2,-1.2219032540917092
chr1:63273268:63273269:NM_028673:Zdbf2,0.5133569055579211
chr1:63176821:63176822:NM_001160039:Ndufs1,-1.1462768700711472
chr1:63176821:63176822:NM_001160040:Ndufs1,-1.1462768700711472
chr1:63176821:63176822:NM_145518:Ndufs1,-1.1462768700711472
chr1:63176821:63176822:NM_001160038:Ndufs1,-1.1462768700711472
chr1:63730317:63730318:NM_029696:Mdh1b,-0.8506826844846388
chr1:63273268:63273269:NM_001267872:Zdbf2,0.5133569055579211
chr1:64956823:64956824:NM_001039493:Plekhm3,0.38281016582586613
chr1:64121388:64121389:NM_033563:Klf7,1.075814875470604
chr1:65186684:65186685:NM_001310624:Pikfyve,-0.41138433620400433
chr1:65186684:65186685:NM_011086:Pikfyve,-0.41138433620400433
chr1:66468446:66468447:NM_175510:Unc80,2.0322830913600063
chr1:66863308:66863309:NM_007381:Acadl,-0.30830937070928777
chr1:66175328:66175329:NM_008632:Map2,2.175381876862557
chr1:66175328:66175329:NM_001039934:Map2,2.175381876862557
chr1:66321723:66321724:NM_001310634:Map2,3.069400490055542
chr1:66700830:66700831:NM_001310644:Rpe,-1.602533897025852
chr1:66700830:66700831:NM_001310643:Rpe,-1.602533897025852
chr1:66700830:66700831:NM_001310642:Rpe,-1.602533897025852
chr1:66700830:66700831:NM_025683:Rpe,-1.602533897025852
chr1:69685959:69685960:NM_011770:Ikzf2,0.6501779241308188
chr1:69826969:69826970:NM_001271533:Spag16,0.6246818285686294
chr1:71102971:71102972:NM_007525:Bard1,-1.8485509892411736
chr1:70725714:70725715:NM_177164:Vwc2l,1.0111909940000086
chr1:70725714:70725715:NM_001310658:Vwc2l,1.0111909940000086
chr1:71557155:71557156:NM_026195:Atic,-0.9119709493096761
chr1:72536563:72536564:NM_001045533:March4,2.284837497051339
chr1:72583250:72583251:NM_018817:Smarcal1,0.3413653026201444
chr1:74124448:74124449:NM_001289895:Tns1,0.4530904375050608
chr1:74124446:74124447:NM_027884:Tns1,0.4531470873276283
chr1:73864465:73864466:NR_045311:6030407O03Rik,0.20534996679982434
chr1:74285033:74285034:NM_001039509:Pnkd,-0.7996598473130786
chr1:75046638:75046639:NM_029342:Nhej1,-1.4955574180868951
chr1:75360291:75360292:NM_010043:Des,1.1156794899154692
chr1:74588027:74588028:NM_029888:Zfp142,-0.49457635657786525
chr1:74588027:74588028:NM_001310668:Zfp142,-0.49457635657786525
chr1:77515087:77515088:NM_007936:Epha4,2.0871693664422315
chr1:78310345:78310346:NM_001004173:Sgpp2,1.3273527359105404
chr1:78511059:78511060:NM_026713:Mogat1,-0.6862872250924191
chr1:78197135:78197136:NM_008781:Pax3,-0.2004163889731165
chr1:78197135:78197136:NM_001159520:Pax3,-0.2004163889731165
chr1:80665351:80665352:NM_001285927:Dock10,0.0797409206694069
chr1:79858664:79858665:NM_009255:Serpine2,0.28415540656806837
chr1:81077316:81077317:NM_172849:Nyap2,3.206247338738235
chr1:82339048:82339049:NM_001122685:Rhbdd1,0.3119350755487496
chr1:82586848:82586849:NM_007735:Col4a4,0.9329616918215538
chr1:82586920:82586921:NM_007734:Col4a3,0.9333450348431058
chr1:82316578:82316579:NM_029777:Rhbdd1,0.4159186910008607
chr1:83408199:83408200:NM_172430:Sphkap,2.163760519045035
chr1:84696220:84696221:NM_152915:Dner,1.9630234352789622
chr1:84839303:84839304:NM_133975:Trip12,-1.9283757423349288
chr1:84284644:84284645:NM_001003948:Pid1,0.5617453418237784
chr1:85598809:85598810:NM_030194:Sp110,-0.9362110619866391
chr1:85603890:85603891:NM_175397:Sp110,-0.9805547619212047
chr1:85736605:85736606:NM_177055:A630001G21Rik,-0.6838699062934981
chr1:86154779:86154780:NM_027456:Armc9,-0.8013088687360168
chr1:86154779:86154780:NM_001310702:Armc9,-0.8013088687360168
chr1:86154779:86154780:NM_030184:Armc9,-0.8013088687360168
chr1:86064618:86064619:NM_027357:Psmd1,-0.729530837188605
chr1:88008550:88008551:NM_001198573:Usp40,0.17953460984928588
chr1:87620311:87620312:NM_001110192:Inpp5d,-0.1990009539361854
chr1:87326997:87326998:NM_001110212:Gigyf2,-1.2590790130865928
chr1:87264363:87264364:NM_028889:Efhd1,-0.24765556582678502
chr1:87620311:87620312:NR_122078:Inpp5d,-0.1990009539361854
chr1:87620311:87620312:NM_001110193:Inpp5d,-0.1990009539361854
chr1:87326997:87326998:NM_146112:Gigyf2,-1.2590790130865928
chr1:87573869:87573870:NM_001111314:Ngef,1.3094645835296446
chr1:87803679:87803680:NM_009118:Sag,0.0016886884106995402
chr1:87620311:87620312:NM_010566:Inpp5d,-0.1990009539361854
chr1:88008550:88008551:NM_001033291:Usp40,0.17953460984928588
chr1:88166011:88166012:NM_201643:Ugt1a5,-0.16256275118401473
chr1:88103256:88103257:NM_201410:Ugt1a6b,-1.224896124739057
chr1:88134808:88134809:NM_145079:Ugt1a6a,-0.20612943420321045
chr1:88306711:88306712:NM_134252:Trpm8,0.23147266198907976
chr1:88095000:88095001:NM_201642:Ugt1a7c,-1.1746027271814385
chr1:88200610:88200611:NM_013701:Ugt1a2,0.8558740008256306
chr1:89454810:89454811:NM_178119:Agap1,1.3284605091270185
chr1:89454810:89454811:NM_001037136:Agap1,1.3284605091270185
chr1:89406132:89406133:NR_040482:C030007H22Rik,1.314147291558943
chr1:90153400:90153401:NM_029122:Iqca,0.9931406838018632
chr1:90967666:90967667:NM_001159725:Rab17,1.0443530025141068
chr1:90843970:90843971:NM_001243009:Col6a3,0.9670231720577188
chr1:90969619:90969620:NM_008998:Rab17,1.026893812609576
chr1:91053443:91053444:NM_008515:Lrrfip1,0.43451181967501884
chr1:90998726:90998727:NM_001111312:Lrrfip1,1.2886271913370713
chr1:91053443:91053444:NM_001111311:Lrrfip1,0.43451181967501884
chr1:91053443:91053444:NM_001310732:Lrrfip1,0.43451181967501884
chr1:90843970:90843971:NM_001243008:Col6a3,0.9670231720577188
chr1:92180340:92180341:NM_207225:Hdac4,0.2415448728776655
chr1:91351072:91351073:NM_027551:Klhl30,0.4068220943283374
chr1:93101873:93101874:NM_008440:Kif1a,2.708576614830474
chr1:93101873:93101874:NM_001110315:Kif1a,2.708576614830474
chr1:93101873:93101874:NM_001294149:Kif1a,2.708576614830474
chr1:93082479:93082480:NM_001294150:Kif1a,1.9969492415156727
chr1:93168422:93168423:NM_001310428:Crocc2,0.4740504055199669
chr1:93754837:93754838:NM_025920:Thap4,-1.1360486626237356
chr1:93825239:93825240:NM_001310767:D2hgdh,-0.23630080692092797
chr1:93512103:93512104:NM_145519:Farp2,-0.8987802753064196
chr1:93478916:93478917:NM_133808:Hdlbp,-1.0242487874889972
chr1:93825239:93825240:NM_178882:D2hgdh,-0.23630080692092797
chr1:93731925:93731926:NM_001310761:Thap4,-0.9665895268468879
chr1:96872170:96872171:NM_172658:Slco4c1,-0.4248505264034033
chr1:97128302:97128303:NM_028942:Slco6c1,-0.6483532279115478
chr1:96997559:96997560:NR_120500:Slco6b1,-0.8070946191356768
chr1:98421123:98421124:NM_027584:Slco6d1,-0.7769559343849923
chr1:98047792:98047793:NR_037993:B230216N24Rik,0.6606897265142934
chr1:97770171:97770172:NM_001310773:Gin1,0.06841383325154439
chr1:97662017:97662018:NM_133825:D1Ertd622e,1.2796849697747912
chr1:98421123:98421124:NM_001164233:Slco6d1,-0.7769559343849923
chr1:98095631:98095632:NM_013626:Pam,1.352975920830012
chr1:97770171:97770172:NM_026250:Gin1,0.06841383325154439
chr1:99772764:99772765:NM_172851:Cntnap5b,1.4137314773355087
chr1:105663675:105663676:NM_013784:Pign,-0.5636821478275619
chr1:106714289:106714290:NM_009741:Bcl2,1.3868310015907301
chr1:106171868:106171869:NM_133821:Phlpp1,0.6822159702925316
chr1:106171523:106171524:NR_040630:Gm20753,0.6596932536774248
chr1:119053618:119053619:NM_001081125:Gli2,0.5965260852071353
chr1:119837070:119837071:NM_019933:Ptpn4,0.6100670589262426
chr1:119995209:119995210:NM_001115074:Cfap221,0.10444548560406208
chr1:120006979:120006980:NM_001012322:Sctr,0.5624156754767061
chr1:120006979:120006980:NM_001311077:Sctr,0.5624156754767061
chr1:121431066:121431067:NM_029955:Ccdc93,-0.07808087024455826
chr1:121087404:121087405:NR_038008:Celrr,-0.19108723583735215
chr1:121431066:121431067:NM_001025156:Ccdc93,-0.07808087024455826
chr1:121087404:121087405:NR_110450:Celrr,-0.19108723583735215
chr1:125561015:125561016:NM_028787:Slc35f5,0.371698957798871
chr1:126492926:126492927:NM_172484:Nckap5,1.8811835314652872
chr1:126830631:126830632:NM_176957:Nckap5,1.227233032343146
chr1:126830631:126830632:NM_001081756:Nckap5,1.227233032343146
chr1:127678020:127678021:NM_028135:Tmem163,1.6812923370836648
chr1:127204985:127204986:NM_145128:Mgat5,0.6127932197386262
chr1:127774163:127774164:NM_028399:Ccnt2,-1.1989113583920912
chr1:128328317:128328318:NM_001081078:Lct,-1.201324784504721
chr1:128103046:128103047:NM_001285945:Zranb3,-1.142182347776398
chr1:128103305:128103306:NM_181750:R3hdm1,-1.1359811687143055
chr1:128102470:128102471:NM_027678:Zranb3,-1.1602047618893914
chr1:130800901:130800902:NM_144960:Fcamr,0.03411665534834384
chr1:130423042:130423043:NM_007827:Cd55b,-0.012738202630700595
chr1:130681570:130681571:NR_028304:C4bp-ps1,-0.3945099740199334
chr1:130800901:130800902:NM_001170632:Fcamr,0.03411665534834384
chr1:130423042:130423043:NM_001317361:Cd55b,-0.012738202630700595
chr1:131527360:131527361:NM_001081011:Srgap2,0.7685547320044108
