,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
327|SIN3A,0.004871978704982178,Mus musculus,SIN3A,tf,C2C12,Myoblast,Muscle,0.0
34039|NANOG,0.004929779552558875,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
44792|KLF4,0.00504457419992056,Mus musculus,KLF4,tf,3T3-L1,Preadipocyte,Adipose,1.0
37875|ARNTL,0.0052510363009700654,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
3259|FOXA2,0.005344189822363374,Mus musculus,FOXA2,tf,,Hepatocyte,Liver,0.0
435|TET1,0.005432528792377039,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
36732|ESR1,0.005469939194383678,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
8907|TBX3,0.005471713949175798,Mus musculus,TBX3,tf,,Myocyte,Heart,1.0
3003|CBX5,0.0057455906918772405,Mus musculus,CBX5,cr,,Hepatocyte,Liver,1.0
55158|NEUROD2,0.005786550969372911,Mus musculus,NEUROD2,tf,P19,Embryonic Stem Cell,Embryo,1.0
55330|NBN,0.005839226601476023,Mus musculus,NBN,tf,,B Lymphocyte,Spleen,1.0
4399|MECP2,0.005842905638152508,Mus musculus,MECP2,cr,,,Cerebellum,1.0
179|RXRG,0.006122987985675242,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,1.0
56196|SUZ12,0.0063673575005361634,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
58789|nan,0.006432950018436871,,,,,,,
55977|SMC1A,0.006468092644131864,Mus musculus,SMC1A,predicted chromatin regulator,,,Brain,1.0
48370|EZH2,0.006515879026969936,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
3004|CBX5,0.006705716716088476,Mus musculus,CBX5,cr,,Hepatocyte,Liver,1.0
39587|EGR1,0.006724336196257493,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0
35797|FOXP3,0.006743002511188681,Mus musculus,FOXP3,tf,,T Lymphocyte,Blood,0.0
8912|FOXA1,0.006752351373329899,Mus musculus,FOXA1,tf,,Hepatocyte,Liver,1.0
34557|RNF2,0.006780471382432566,Mus musculus,RNF2,predicted transcription factor,,Embryonic Fibroblast,,1.0
51020|JARID2,0.006881600344675892,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
37780|CLOCK,0.006902874962429153,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
32908|BRCA1,0.0070840008331425714,Mus musculus,BRCA1,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0
9184|PAX3,0.007281316741087992,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0
51896|SMARCA4,0.007292578580966532,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
54370|NR3C1,0.007314674530794775,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
51862|DNMT3A,0.0073173586720242005,Mus musculus,DNMT3A,cr,,Embryonic Stem Cell,,1.0
40167|SUZ12,0.007332296494219876,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
55968|SMC1A,0.007441084330426491,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
9558|CTCF,0.0076152266728656305,Mus musculus,CTCF,tf,,Fibroblast,Embryo,1.0
46455|CTCF,0.0076152266728656305,Mus musculus,CTCF,tf,,Embryonic Fibroblast,Embryo,1.0
41582|AR,0.007850246132125448,Mus musculus,AR,tf,,Epithelium,Prostate,0.0
55974|STAG1,0.00791629069372421,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
50164|CHRM2,0.008024643484840069,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0
8857|SMC1A,0.008064540844320877,Mus musculus,SMC1A,predicted chromatin regulator,,Fibroblast,Embryo,1.0
52799|RXRA,0.00829639764099499,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
36739|NR3C1,0.008351914793909869,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
180|STAT5A,0.008364876474592726,Mus musculus,STAT5A,tf,3T3-L1,Preadipocyte,Adipose,1.0
36070|SUZ12,0.008379112407299933,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
2645|NR1H2,0.008448826823541812,Mus musculus,NR1H2,tf,RAW264.7,Macrophage,Blood,1.0
49674|FOXA2,0.008458355384796706,Mus musculus,FOXA2,tf,,Epithelium,Liver,0.0
34115|ESR1,0.008481096552222492,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
55453|SMARCA4,0.008497362255064308,Mus musculus,SMARCA4,cr,E14,Embryonic Stem Cell,Embryo,1.0
5070|CDK9,0.00851359904547568,Mus musculus,CDK9,tf,,Macrophage,Bone Marrow,1.0
5775|nan,0.008558422884325739,,,,,,,
57204|BMI1,0.008611573837740801,Mus musculus,BMI1,cr,,Th2,Spleen,1.0
2909|YY1,0.008634805114571412,Mus musculus,YY1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
34545|POU3F2,0.008644451515600846,Mus musculus,POU3F2,tf,,Embryonic Stem Cell,Embryo,1.0
44800|MED1,0.00873602807903148,Mus musculus,MED1,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0
40272|FOXA2,0.008757720818267464,Mus musculus,FOXA2,tf,,,Pancreas,1.0
55976|SMC1A,0.009262415343104437,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
