,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
44062|SMARCA4,0.000359155952979584,Mus musculus,SMARCA4,cr,,Epithelium,Forebrain,1.0
51020|JARID2,0.0004270149517357491,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
34024|RNF2,0.00042821488745276026,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
36193|REST,0.00047476628700687806,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
48362|RNF2,0.0004956857025111838,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
4404|JARID2,0.0005141697947435575,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
40161|SOX2,0.0006045217421725146,Mus musculus,SOX2,tf,,Embryonic Stem Cell,Embryo,1.0
47767|RNF2,0.0006434387865420499,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
65037|CTCF,0.0006668367920709684,Mus musculus,CTCF,tf,,,Midbrain,1.0
64188|CTCF,0.0007206363778868297,Mus musculus,CTCF,tf,,,Forebrain,1.0
49572|JUNB,0.0007234711428342755,Mus musculus,JUNB,tf,,Cortical Neuron,Neuric,1.0
39687|UTF1,0.0007614533676266744,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0
64189|CTCF,0.0007651442525307139,Mus musculus,CTCF,tf,,,Forebrain,1.0
45|NPAS4,0.0008005658324956588,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
62864|CTCF,0.0008359605585296914,Mus musculus,CTCF,tf,,,Hindbrain,1.0
52523|TFAP2C,0.0008727355106539769,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0
49561|FOS,0.0009799840549192806,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
55962|STAG1,0.0010328850148492719,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
55534|RAG1,0.0010348009296631266,Mus musculus,RAG1,cr,R1,Embryonic Stem Cell,Embryo,1.0
37575|ISL1,0.0013091733043187337,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
32844|REST,0.0014916239438027001,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
47349|REST,0.001595926446612661,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
51017|BMI1,0.001623847300732728,Mus musculus,BMI1,cr,,Germline stem cell,,1.0
32775|BMI1,0.001687798002512897,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,1.0
44217|SMARCA4,0.001690046196947348,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
34887|KDM2B,0.0017237895999920316,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
2999|ARNTL,0.0017500881502684473,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,0.0
52816|nan,0.0019931805952404513,,,,,,,
55963|STAG1,0.002291151606610531,Mus musculus,STAG1,not sure,,Cortex,Brain,1.0
38213|ARNTL,0.002390214833334403,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
47766|RNF2,0.0024378498277646266,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
50968|SUZ12,0.002453359618856177,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
62863|CTCF,0.003038456150857627,Mus musculus,CTCF,tf,,,Hindbrain,1.0
3002|ATOH1,0.003167443415335036,Mus musculus,ATOH1,tf,,,Cerebellum,0.0
54112|SOX9,0.0034085965226208215,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0
55975|STAG1,0.0034653302315901247,Mus musculus,STAG1,not sure,,,Brain,1.0
52892|CREBBP,0.0035718579711940257,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
8329|SOX3,0.0036727441275954398,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0
24|CREBBP,0.003776633943054497,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0
36747|NR3C1,0.00438914873856705,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
36846|PTF1A,0.004429165290872228,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0
39594|REL,0.004871390144403576,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0
52796|RXRA,0.005560630103437714,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
3001|ATOH1,0.005564008782562857,Mus musculus,ATOH1,tf,,,Cerebellum,1.0
38619|H2AZ,0.0057286578278742395,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,0.0
33669|RPA,0.006039968934025308,Mus musculus,RPA,other,,B Lymphocyte,,1.0
47764|RNF2,0.006047605795582778,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
49575|FOSB,0.006052710889451862,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
40211|RPA,0.006403331886294827,Mus musculus,RPA,other,,,Spleen,1.0
9078|SUZ12,0.006535088764543839,Mus musculus,SUZ12,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
49579|FOSB,0.006661925336298002,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
5412|NOTCH1,0.006724619856816938,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0
54303|H3F3B,0.0070931816834985395,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,1.0
55974|STAG1,0.007198671091404374,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
58544|SMAD1/5,0.007814140457106822,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0
40167|SUZ12,0.008042912709781191,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
39791|T,0.00806347467124241,Mus musculus,T,tf,,,Testis,1.0
39605|REL,0.008328836766718473,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,1.0
37951|MYOD1,0.008501422253436974,Mus musculus,MYOD1,tf,P19,,Embryo,1.0
434|TET1,0.008634624155539172,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
47483|SPI1,0.00867299785153458,Mus musculus,SPI1,predicted transcription factor,,Macrophage,Bone Marrow,1.0
50683|RFX6,0.009079457176104477,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0
34039|NANOG,0.009089531139777618,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
53004|Input,0.010205800273157428,Mus musculus,Input,other,,Myoblast,Skeletal Muscle,0.0
9080|EZH2,0.010626856771270454,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
47760|KDM2B,0.011083455570518652,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
9082|EZH2,0.011100744406399243,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
4398|MECP2,0.011698508505171346,Mus musculus,MECP2,cr,,,Cerebellum,1.0
55976|SMC1A,0.012131129997507983,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
59139|OLIG2,0.012139316811980883,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0
36824|PITX1,0.012314801906576689,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0
38902|MYC,0.012826389589448928,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0
34027|KDM2B,0.013050500616114458,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0
44219|SMARCC2,0.013099057174159712,Mus musculus,SMARCC2,cr,,Epithelium,Hindbrain,1.0
34117|ESR1,0.01310654521260085,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
58557|PDX1,0.014070127856832648,Mus musculus,PDX1,tf,BetaTC6,,,1.0
1008|EZH2,0.014466585319891867,Mus musculus,EZH2,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
36043|CTCF,0.014836140072830295,Mus musculus,CTCF,tf,,,Embryonic Brain,1.0
46514|CTCF,0.014836140072830295,Mus musculus,CTCF,tf,,,Brain,1.0
4399|MECP2,0.014972372263547973,Mus musculus,MECP2,cr,,,Cerebellum,1.0
40212|RPA,0.015019845840274826,Mus musculus,RPA,other,,,Spleen,1.0
41946|ESR1,0.015039895580044371,Mus musculus,ESR1,tf,,,Uterus,1.0
36761|ESR1,0.015313883609028411,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
48370|EZH2,0.015747793361312545,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
52893|CREBBP,0.015848169390124234,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
47759|KDM2B,0.016465313033291185,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
32846|REST,0.01687693513678834,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
58628|RNF2,0.017278634691209716,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,,1.0
52886|T,0.017390544648601014,Mus musculus,T,tf,,B Lymphocyte,Blood,1.0
49581|FOS,0.01754349592053872,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
2862|NANOG,0.017685247151134398,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
49570|FOS,0.018286280317525494,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
50965|SUZ12,0.018989557190187578,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
53170|DPPA2,0.01963463571353513,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0
35235|MECP2,0.02022029197660241,Mus musculus,MECP2,cr,,Embryonic Stem Cell,Embryo,0.0
56143|SUZ12,0.020515792889234163,Mus musculus,SUZ12,cr,,Embryonic Fibroblast,,1.0
33625|RPA,0.020986639141770902,Mus musculus,RPA,other,,Embryonic Fibroblast,,0.0
37819|ARNTL,0.021335824008802073,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
33622|RPA,0.021711078554606023,Mus musculus,RPA,other,,B Lymphocyte,,0.0
9271|CTCFL,0.02306036381134996,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0
44781|NCOR1,0.023387644451107525,Mus musculus,NCOR1,cr,3T3-L1,Preadipocyte,Adipose,0.0
2863|NANOG,0.0239143378958942,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
57797|FOXD3,0.024446365990414387,Mus musculus,FOXD3,tf,,,Ectoderm,0.0
33797|SOX17,0.024921860102108118,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0
54582|OLIG2,0.025647128696922206,Mus musculus,OLIG2,tf,,Embryonic Stem Cell,,1.0
53084|NKX3-2,0.02734330588329864,Mus musculus,NKX3-2,tf,NIH-3T3,Fibroblast,Embryo,1.0
55159|NEUROD2,0.02790048599533651,Mus musculus,NEUROD2,tf,P19,Embryonic Stem Cell,Embryo,1.0
33629|RPA,0.028595877933513092,Mus musculus,RPA,other,,B Lymphocyte,,0.0
2995|ARNTL,0.028839070815349865,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
40158|NANOG,0.02898279180611446,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
37780|CLOCK,0.029445710684280313,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
35594|ARNTL,0.031143648081119857,Mus musculus,ARNTL,predicted transcription factor,,,Liver,1.0
1088|SUZ12,0.03166833916021683,Mus musculus,SUZ12,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
172|PPARG,0.03167157751439276,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0
39636|REL,0.03167157751439276,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0
32840|REST,0.03173302461929317,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
50194|EZH2,0.03221780504052618,Mus musculus,EZH2,cr,J1,Embryonic Stem Cell,Embryo,1.0
41324|EZH2,0.032572172256542464,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
48329|SPI1,0.03269791031191999,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
2900|SOX2,0.03298245949940487,Mus musculus,SOX2,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
48361|RNF2,0.03319305857035604,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
50964|SUZ12,0.033761916811732795,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
47769|RNF2,0.033974311936364465,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
37749|SUZ12,0.03503955116408308,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
34112|ESR1,0.035803445944432355,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
56498|SUZ12,0.03717645564334404,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34115|ESR1,0.03733515733437165,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
47291|FEZF2,0.03799797498611246,Mus musculus,FEZF2,tf,,Neurosphere,,1.0
43419|KMT2B,0.039000390853041966,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
43845|SOX2,0.03931823075634999,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
9183|PAX7,0.039539653256324414,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0
34023|RNF2,0.04029624208611382,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
34324|FOXA2,0.040836545447551886,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0
40275|PTF1A,0.04258038647512297,Mus musculus,PTF1A,tf,,,Neural Tube,1.0
43693|KDM4C,0.043112243505761094,Mus musculus,KDM4C,cr,,Embryonic Fibroblast,Embryo,1.0
4541|SMAD3,0.044046409634233175,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0
36073|SUZ12,0.044292034736682084,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
57234|EZH2,0.044462474652063544,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
44482|MEIS1,0.0449079250732487,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0
55872|T,0.0449335641543121,Mus musculus,T,tf,,Embryonic Stem Cell,,1.0
39678|SUZ12,0.04613033801212624,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
37808|ARNTL,0.046300047169821834,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
41841|RAD21,0.04685913914417439,Mus musculus,RAD21,not sure,,Astrocyte,,1.0
53115|SMAD2/3,0.04707315310489163,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0
58208|POU5F1,0.04710660741175843,Mus musculus,POU5F1,tf,,iPSC,,1.0
5978|OLIG2,0.04738108499117771,Mus musculus,OLIG2,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
53555|RNF2,0.04748588471556037,Mus musculus,RNF2,predicted transcription factor,,Neural Progenitor Cell,,1.0
33634|RPA,0.04771417007023593,Mus musculus,RPA,other,,B Lymphocyte,,0.0
48327|SPI1,0.050189840353518644,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
4411|NFIC,0.050213241945896436,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0
36197|JARID2,0.05068143011657078,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
435|TET1,0.051137075827362155,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
36815|PHF19,0.05122241371101982,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,0.0
43897|5HMC,0.05143482581464698,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
39613|EGR1,0.0515800394370311,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0
36757|NR3C1,0.052224973278098163,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
51288|EZH2,0.05273009699343506,Mus musculus,EZH2,cr,,Neuron,Neuric,1.0
59294|CEBPG,0.05309470986551629,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0
50967|SUZ12,0.053291469065181174,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
48952|SUZ12,0.05354285337925957,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
430|SMAD1,0.05356077067541232,Mus musculus,SMAD1,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,0.0
2992|ARNTL,0.05374072420474363,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
39585|REL,0.05386839032762125,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,1.0
52799|RXRA,0.054460313354614154,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
2886|REST,0.055107489966928325,Mus musculus,REST,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
58028|NEUROD1,0.055680059980639574,Mus musculus,NEUROD1,tf,,Embryonic Stem Cell,Embryo,1.0
