,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
41898|EZH2,3.810174722746742e-05,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
48944|SUZ12,4.1373779103215114e-05,Mus musculus,SUZ12,cr,E14,Embryonic Stem Cell,Embryo,1.0
51021|JARID2,7.273328799343019e-05,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
39698|SUZ12,8.649258536255571e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
52906|MEF2C,9.590713047392665e-05,Mus musculus,MEF2C,predicted transcription factor,,Cortical Neuron,,1.0
36202|SUZ12,9.770644696111206e-05,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34922|RNF2,0.00010348062480146869,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
2167|SUZ12,0.00011728129583485378,Mus musculus,SUZ12,cr,LF2,Embryonic Stem Cell,Embryo,1.0
2165|JARID2,0.00012369693033399535,Mus musculus,JARID2,cr,LF2,Embryonic Stem Cell,Embryo,1.0
39682|SUZ12,0.0001368559370945436,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
55425|NEUROD2,0.00016045889571351016,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
41897|EZH2,0.00016801306542443253,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
52905|MEF2C,0.00019173292346302866,Mus musculus,MEF2C,predicted transcription factor,,Cortical Neuron,,1.0
40161|SOX2,0.0002016836060049212,Mus musculus,SOX2,tf,,Embryonic Stem Cell,Embryo,1.0
58789|nan,0.0002465945010654523,,,,,,,
59428|HEY1,0.0003208798322583942,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0
36072|SUZ12,0.0004241433106149725,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
55426|NEUROD2,0.00043852880473025274,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
4602|SUZ12,0.00043895450093642404,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
47767|RNF2,0.0004816520157743054,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
37946|NEUROD2,0.0005158353241400366,Mus musculus,NEUROD2,tf,P19,,Embryo,1.0
34713|RNF2,0.0005724268618475349,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
34005|LHX3,0.0006617875519653067,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
48362|RNF2,0.0006957727279889097,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
47766|RNF2,0.000880551364694469,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
34022|RNF2,0.000948740211649601,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
56193|JARID2,0.0011711169844925721,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
51020|JARID2,0.0015287266047822416,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
53132|ZFP57,0.0015332070110222235,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0
36201|SUZ12,0.0015874506941819392,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
52523|TFAP2C,0.0020315437836869485,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0
50968|SUZ12,0.0022925048466747974,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
39687|UTF1,0.0024864451173035283,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0
36071|SUZ12,0.003232068626151647,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
47764|RNF2,0.0033640487429314808,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
3002|ATOH1,0.0039385861065139695,Mus musculus,ATOH1,tf,,,Cerebellum,0.0
65038|CTCF,0.0039385861065139695,Mus musculus,CTCF,tf,,,Midbrain,1.0
5980|HOXC9,0.004080884078768327,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
8329|SOX3,0.004263804333965526,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0
36824|PITX1,0.00450600931498366,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0
8831|PHF19,0.0045143299372196275,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
44|NPAS4,0.004601923152924834,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
65037|CTCF,0.004952131232701601,Mus musculus,CTCF,tf,,,Midbrain,1.0
44862|SMARCA4,0.004963771585924955,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0
55962|STAG1,0.005093433371940561,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
44860|SMARCA4,0.005298382617913677,Mus musculus,SMARCA4,cr,,Epithelium,Limb,1.0
34024|RNF2,0.00559215542123257,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
9080|EZH2,0.005982332947575809,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
2862|NANOG,0.00616510404313638,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
62864|CTCF,0.006510870405747178,Mus musculus,CTCF,tf,,,Hindbrain,1.0
55974|STAG1,0.006863317086937812,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0
34917|KDM2B,0.007212649248615195,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
52892|CREBBP,0.007345346162032592,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
33797|SOX17,0.0073783948428013035,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0
4404|JARID2,0.007980307572825777,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
2863|NANOG,0.008175548792916697,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
62863|CTCF,0.008524200326159763,Mus musculus,CTCF,tf,,,Hindbrain,1.0
50965|SUZ12,0.009254098745850765,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
55159|NEUROD2,0.009552260458652434,Mus musculus,NEUROD2,tf,P19,Embryonic Stem Cell,Embryo,1.0
40158|NANOG,0.009934955893791748,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
48366|SUZ12,0.010035707572159094,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
2900|SOX2,0.010480169177296527,Mus musculus,SOX2,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
52796|RXRA,0.010480169177296527,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
32775|BMI1,0.010897600816680533,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,1.0
34018|RNF2,0.011053895414020331,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
54582|OLIG2,0.01120948272342289,Mus musculus,OLIG2,tf,,Embryonic Stem Cell,,1.0
36043|CTCF,0.01281329427944142,Mus musculus,CTCF,tf,,,Embryonic Brain,1.0
46514|CTCF,0.01281329427944142,Mus musculus,CTCF,tf,,,Brain,1.0
44217|SMARCA4,0.012929945637278468,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
59139|OLIG2,0.01296301288479492,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0
36070|SUZ12,0.013421278581234413,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
55963|STAG1,0.013477199448725656,Mus musculus,STAG1,not sure,,Cortex,Brain,1.0
53170|DPPA2,0.014884335379889958,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0
434|TET1,0.015512473845177335,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
9078|SUZ12,0.01605799750422465,Mus musculus,SUZ12,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
50164|CHRM2,0.01621789236091908,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0
50964|SUZ12,0.016687077958332283,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
44062|SMARCA4,0.016762013889656813,Mus musculus,SMARCA4,cr,,Epithelium,Forebrain,1.0
55975|STAG1,0.01707226808912543,Mus musculus,STAG1,not sure,,,Brain,1.0
4541|SMAD3,0.017546846401739175,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0
43897|5HMC,0.017703587816745733,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
34887|KDM2B,0.019130949628071717,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
57231|EZH2,0.019143559077831274,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
9082|EZH2,0.01940574060178562,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
48361|RNF2,0.01976581581984887,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
39678|SUZ12,0.020338673974631377,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
47769|RNF2,0.020387410640926067,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
3001|ATOH1,0.021406225363603638,Mus musculus,ATOH1,tf,,,Cerebellum,1.0
53555|RNF2,0.021722478523111953,Mus musculus,RNF2,predicted transcription factor,,Neural Progenitor Cell,,1.0
5978|OLIG2,0.022919310882523445,Mus musculus,OLIG2,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
5412|NOTCH1,0.02313066534096729,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0
55976|SMC1A,0.024258392765406644,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
64188|CTCF,0.024397391498355826,Mus musculus,CTCF,tf,,,Forebrain,1.0
33744|SOX2,0.024865558647951997,Mus musculus,SOX2,tf,KH2,Embryonic Stem Cell,Embryo,1.0
49561|FOS,0.025900379579514417,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
55158|NEUROD2,0.027168022427929834,Mus musculus,NEUROD2,tf,P19,Embryonic Stem Cell,Embryo,1.0
5977|OLIG2,0.027531415072694042,Mus musculus,OLIG2,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
51365|ZIC2,0.0275599749776349,Mus musculus,ZIC2,tf,,Embryonic Stem Cell,,1.0
47759|KDM2B,0.027800854580881603,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
52893|CREBBP,0.02875237071492367,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0
59294|CEBPG,0.030233381855221696,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0
33742|SOX2,0.0304003958954877,Mus musculus,SOX2,tf,KH2,Embryonic Stem Cell,Embryo,1.0
51962|ASCL1,0.030655470996138613,Mus musculus,ASCL1,tf,AtT-20,,,0.0
55157|MYOD1,0.032184378345651236,Mus musculus,MYOD1,tf,P19,Embryonic Stem Cell,Embryo,1.0
40167|SUZ12,0.03255003746405076,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
54425|CEBPA,0.03255003746405076,Mus musculus,CEBPA,tf,,B Lymphocyte,,0.0
47768|RNF2,0.03275392504043349,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
50967|SUZ12,0.033204851697118884,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
4498|PRDM14,0.03401987656490885,Mus musculus,PRDM14,tf,,Embryonic Stem Cell,Embryo,1.0
52797|NR4A1,0.03492073239025184,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,0.0
105|CEBPA,0.03569221739486107,Mus musculus,CEBPA,tf,3T3-L1,Preadipocyte,Adipose,1.0
33267|FOXO3,0.03614747284769045,Mus musculus,FOXO3,tf,,Neural Progenitor Cell,,0.0
58028|NEUROD1,0.03716724384699014,Mus musculus,NEUROD1,tf,,Embryonic Stem Cell,Embryo,1.0
8330|SOX3,0.03768957665069447,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0
64189|CTCF,0.037756213721422946,Mus musculus,CTCF,tf,,,Forebrain,1.0
34027|KDM2B,0.0382178863553243,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0
56143|SUZ12,0.039055922378542635,Mus musculus,SUZ12,cr,,Embryonic Fibroblast,,1.0
151|NR3C1,0.03922378320144742,Mus musculus,NR3C1,tf,3T3-L1,Preadipocyte,Adipose,1.0
58217|POU5F1,0.0394843589708781,Mus musculus,POU5F1,tf,,iPSC,,1.0
59158|TRIM28,0.0406193521603286,Mus musculus,TRIM28,cr,,Embryonic Stem Cell,Embryo,1.0
53243|NANOG,0.04091115461954594,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
52937|POU5F1,0.04186120133903584,Mus musculus,POU5F1,tf,,Embryonic Fibroblast,,1.0
34006|ISL1,0.042452790851968084,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
41324|EZH2,0.04329898136512237,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
43845|SOX2,0.043456552764289835,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
34039|NANOG,0.045884808874348926,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
56196|SUZ12,0.04620676851455542,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
8331|SOX3,0.046706308022039886,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,1.0
419|NANOG,0.04880261812605868,Mus musculus,NANOG,tf,E14,Embryonic Stem Cell,Embryo,0.0
44797|RXRA,0.04927852731948402,Mus musculus,RXRA,tf,3T3-L1,Preadipocyte,Adipose,1.0
34554|SOX2,0.04959169726539531,Mus musculus,SOX2,tf,,Embryonic Stem Cell,Embryo,1.0
49582|FOSB,0.05031614779540306,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
51017|BMI1,0.05036287308864037,Mus musculus,BMI1,cr,,Germline stem cell,,1.0
36187|JARID2,0.05049388787919812,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
59138|SOX2,0.05075673198359932,Mus musculus,SOX2,tf,CCE,Embryonic Stem Cell,Embryo,1.0
48370|EZH2,0.0509923338451123,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
58027|NEUROD1,0.05121932978145061,Mus musculus,NEUROD1,tf,R1,Embryonic Stem Cell,Embryo,1.0
108|CEBPB,0.051247760715721465,Mus musculus,CEBPB,tf,3T3-L1,Preadipocyte,Adipose,1.0
37749|SUZ12,0.05182858409896894,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
55155|MYOD1,0.05286003086002802,Mus musculus,MYOD1,tf,P19,Embryonic Stem Cell,Embryo,1.0
58298|RFX2,0.05411522731696541,Mus musculus,RFX2,tf,,,Testis,1.0
50685|SOX2,0.054204363473318445,Mus musculus,SOX2,tf,D3,Embryonic Stem Cell,,1.0
51364|ZIC2,0.05573752326297104,Mus musculus,ZIC2,tf,,Embryonic Stem Cell,,1.0
421|NR5A2,0.05622550354455471,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0
52940|POU5F1,0.05647075361998103,Mus musculus,POU5F1,tf,,iPSC,,1.0
51036|TDG,0.05877947200954713,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0
54372|KLF15,0.05887460840510475,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0
55371|PAX6,0.059522610001163295,Mus musculus,PAX6,tf,,,lens,1.0
58557|PDX1,0.059682807855179015,Mus musculus,PDX1,tf,BetaTC6,,,1.0
49575|FOSB,0.05982191908946776,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0
457|TET1,0.06009015447784955,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
36073|SUZ12,0.0609874534055821,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
34324|FOXA2,0.06145642022720194,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0
48699|SOX3,0.0623032305464664,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,,1.0
58299|RFX2,0.06315911352179208,Mus musculus,RFX2,tf,,,Testis,1.0
55984|POU5F1,0.06323737287080149,Mus musculus,POU5F1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
55367|PAX6,0.06348382241833608,Mus musculus,PAX6,tf,,,Forebrain,1.0
52288|NR3C1,0.06358485787779751,Mus musculus,NR3C1,tf,,Macrophage,Bone Marrow,0.0
33120|DDIT3,0.06436362500381665,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0
43538|JUNB,0.06479566499932735,Mus musculus,JUNB,tf,,Dendritic Cell,,1.0
36197|JARID2,0.06506969042817859,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
55156|MYOD1,0.0660127336990461,Mus musculus,MYOD1,tf,P19,Embryonic Stem Cell,Embryo,1.0
41846|ASCL1,0.06605900527820899,Mus musculus,ASCL1,tf,,Fibroblast,Embryo,1.0
41513|CEBPA,0.06752945999171643,Mus musculus,CEBPA,tf,,Haematopoietic Progenitor Cell,,1.0
41837|CEBPA,0.06752945999171643,Mus musculus,CEBPA,tf,,Haematopoietic Progenitor Cell,,1.0
55977|SMC1A,0.06890545597418651,Mus musculus,SMC1A,predicted chromatin regulator,,,Brain,1.0
53236|CHRM2,0.06969794088413489,Mus musculus,CHRM2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0
59155|TRIM28,0.06974619484349581,Mus musculus,TRIM28,cr,,Embryonic Stem Cell,Embryo,1.0
54112|SOX9,0.07231581382408278,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0
36996|CHD4,0.0729132166150518,Mus musculus,CHD4,cr,,iPSC,,1.0
43660|UTF1,0.07323838330997297,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
32937|5HMC,0.07330104236203935,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0
44482|MEIS1,0.07361495290538679,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0
37758|H2AZ,0.07384160416556901,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
54305|H3F3B,0.0744232467969511,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0
57987|HDAC1,0.0749573607101701,Mus musculus,HDAC1,cr,,Embryonic Stem Cell,,0.0
38610|STAT5A,0.07714915249141718,Mus musculus,STAT5A,tf,,T Lymphocyte,Blood,0.0
2901|SOX2,0.07729263438301757,Mus musculus,SOX2,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
54252|OTX2,0.07798679888593765,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0
33369|LHX2,0.07840820128640481,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0
39791|T,0.07893737933841627,Mus musculus,T,tf,,,Testis,1.0
37575|ISL1,0.07904353883932369,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
53220|DAXX,0.0791365170695934,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0
48952|SUZ12,0.07933603497855246,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
2893|SMAD3,0.07953593342579529,Mus musculus,SMAD3,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
58628|RNF2,0.08102704399291782,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,,1.0
51288|EZH2,0.08146080751704698,Mus musculus,EZH2,cr,,Neuron,Neuric,1.0
41849|ASCL1,0.08271763175394486,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,0.0
34266|ESR1,0.08386397691596431,Mus musculus,ESR1,tf,,Epithelium,Mammary Gland,1.0
49572|JUNB,0.08482601135865259,Mus musculus,JUNB,tf,,Cortical Neuron,Neuric,1.0
44808|SMARCA4,0.08559875834158964,Mus musculus,SMARCA4,cr,3T3-L1,Preadipocyte,Adipose,1.0
9639|BCL6,0.08603662302643406,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0
37463|RELA,0.08656142691412733,Mus musculus,RELA,tf,,Macrophage,Peritoneum,1.0
2905|TCF7L1,0.08703151089227079,Mus musculus,TCF7L1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
56498|SUZ12,0.08746051223277168,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
45|NPAS4,0.08761820754170024,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
50079|TAL1,0.08776175092755095,Mus musculus,TAL1,tf,J1,Embryonic Stem Cell,Embryo,1.0
50683|RFX6,0.09000915639394796,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0
56009|SOX2,0.09069900609678855,Mus musculus,SOX2,tf,KH2,Embryonic Stem Cell,Embryo,1.0
51015|SCML2,0.0921798140497802,Mus musculus,SCML2,tf,,Germline stem cell,,1.0
47770|SUZ12,0.09243332121788189,Mus musculus,SUZ12,cr,MS12,Embryonic Stem Cell,Embryo,1.0
54369|NR3C1,0.09271726281613452,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
52944|MBD3,0.09396520542324588,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0
58293|NRF1,0.09440414277064302,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0
2906|TCF7L1,0.09565345497131789,Mus musculus,TCF7L1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
48869|HNF4A,0.09582196674280341,Mus musculus,HNF4A,tf,,Epithelium,Liver,1.0
53115|SMAD2/3,0.09615964520369691,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0
2984|AFF4,0.09671409562304595,Mus musculus,AFF4,tf,,Embryonic Stem Cell,Embryo,1.0
36815|PHF19,0.09773667977829242,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,0.0
47518|KLF4,0.09820410229337367,Mus musculus,KLF4,tf,J1,Embryonic Stem Cell,Embryo,1.0
36846|PTF1A,0.09854791808349861,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0
54368|NR3C1,0.09986877523197996,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
43848|SOX2,0.10013765760873544,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
53113|TCF12,0.10131424497129854,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0
37831|CLOCK,0.10144204439589022,Mus musculus,CLOCK,tf,,Epithelium,Liver,0.0
