,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
48366|SUZ12,0.0005679055899444184,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34887|KDM2B,0.000609620422710297,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
39687|UTF1,0.0006653243461267168,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0
44860|SMARCA4,0.0007071598230718678,Mus musculus,SMARCA4,cr,,Epithelium,Limb,1.0
34018|RNF2,0.0007488464028509329,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
51020|JARID2,0.0008591945358597663,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0
44217|SMARCA4,0.0008908658836905824,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
39682|SUZ12,0.000903500435205067,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
36071|SUZ12,0.0011966204260690455,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
50968|SUZ12,0.0013943853701490106,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
52796|RXRA,0.0023520413578093135,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
50164|CHRM2,0.0023580049961261697,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0
8831|PHF19,0.0024857492089385156,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
54112|SOX9,0.002604437844136412,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0
37946|NEUROD2,0.002622639660661098,Mus musculus,NEUROD2,tf,P19,,Embryo,1.0
36201|SUZ12,0.0026483152793505124,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
34039|NANOG,0.0031527194941713636,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
5412|NOTCH1,0.003248861021954027,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0
40167|SUZ12,0.0032577306103815525,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
55426|NEUROD2,0.004358561771172275,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0
47760|KDM2B,0.004407224742364779,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
434|TET1,0.0045741630016732605,Mus musculus,TET1,cr,E14,Embryonic Stem Cell,Embryo,1.0
34024|RNF2,0.004682419386401283,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
9078|SUZ12,0.004881522697998844,Mus musculus,SUZ12,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
36070|SUZ12,0.0049858254424941986,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
34027|KDM2B,0.005104041611075991,Mus musculus,KDM2B,cr,,Embryonic Stem Cell,Embryo,1.0
47764|RNF2,0.005406375286176071,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
39791|T,0.005603682322895181,Mus musculus,T,tf,,,Testis,1.0
48370|EZH2,0.0074597327876134946,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
47759|KDM2B,0.007554998494210937,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
51017|BMI1,0.00938281740214736,Mus musculus,BMI1,cr,,Germline stem cell,,1.0
58628|RNF2,0.00971968542642476,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,,1.0
9082|EZH2,0.01011306816820654,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,1.0
48329|SPI1,0.012341318759387236,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
43845|SOX2,0.012344203163563402,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
34320|REST,0.01245133744634371,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
53170|DPPA2,0.012747893416684673,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0
47766|RNF2,0.016567776682366926,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
58208|POU5F1,0.016799589678016355,Mus musculus,POU5F1,tf,,iPSC,,1.0
34023|RNF2,0.016931672838352597,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
50194|EZH2,0.017511743300772577,Mus musculus,EZH2,cr,J1,Embryonic Stem Cell,Embryo,1.0
33273|ASCL1,0.01780610913096363,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,1.0
48327|SPI1,0.019546528557241268,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
32840|REST,0.01987407006453591,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
36073|SUZ12,0.020632581175038776,Mus musculus,SUZ12,cr,,Neural Progenitor Cell,,1.0
43419|KMT2B,0.022978129224934613,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0
50965|SUZ12,0.02301249860205034,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
32775|BMI1,0.02370903067040712,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,1.0
47291|FEZF2,0.024237857030457576,Mus musculus,FEZF2,tf,,Neurosphere,,1.0
52799|RXRA,0.02600363779885178,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
51288|EZH2,0.02695415774863592,Mus musculus,EZH2,cr,,Neuron,Neuric,1.0
37749|SUZ12,0.027055286252018543,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
36197|JARID2,0.027332185843157893,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
47758|KDM2B,0.027939285896823506,Mus musculus,KDM2B,cr,MS12,Embryonic Stem Cell,Embryo,1.0
47769|RNF2,0.028681408991549848,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
8980|MEN1,0.02939761859205389,Mus musculus,MEN1,tf,3.2N,Embryonic Stem Cell,Embryo,1.0
48371|EZH2,0.029736897057576525,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
39335|EZH2,0.029889406216151965,Mus musculus,EZH2,cr,,Embryonic Fibroblast,Embryo,1.0
56498|SUZ12,0.03209997990326286,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
5980|HOXC9,0.032661716763841865,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0
48369|EZH2,0.03295886442687337,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
44|NPAS4,0.033258236489316556,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
32846|REST,0.03440947549165575,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
33649|RPA,0.03545228077793224,Mus musculus,RPA,other,,B Lymphocyte,,1.0
38622|SUZ12,0.035784308875210384,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
9184|PAX3,0.036161775842275534,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0
1008|EZH2,0.03786748918149566,Mus musculus,EZH2,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
2886|REST,0.03794926115565842,Mus musculus,REST,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
47349|REST,0.03795670211012161,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
33627|H2AFX,0.04038399768471048,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0
56143|SUZ12,0.04099823388272915,Mus musculus,SUZ12,cr,,Embryonic Fibroblast,,1.0
57231|EZH2,0.04175655331878324,Mus musculus,EZH2,cr,,Th2,Spleen,0.0
36193|REST,0.04190150708002362,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
9080|EZH2,0.04224131716327277,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,1.0
53242|POU5F1,0.043390150583644524,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0
50964|SUZ12,0.043631248835119936,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
36815|PHF19,0.044344149348692276,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,0.0
36043|CTCF,0.044420179391320355,Mus musculus,CTCF,tf,,,Embryonic Brain,1.0
46514|CTCF,0.044420179391320355,Mus musculus,CTCF,tf,,,Brain,1.0
4541|SMAD3,0.04504930499450882,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0
38624|SUZ12,0.04560781322986171,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
50967|SUZ12,0.04677676427888452,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
51896|SMARCA4,0.04682084271889203,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
64189|CTCF,0.04778109481883896,Mus musculus,CTCF,tf,,,Forebrain,1.0
44218|SMARCA4,0.04943491433257867,Mus musculus,SMARCA4,cr,,Epithelium,Midbrain,1.0
44273|SREBF1,0.04970260628870102,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0
47770|SUZ12,0.050400278213640355,Mus musculus,SUZ12,cr,MS12,Embryonic Stem Cell,Embryo,1.0
36187|JARID2,0.05086971247063697,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
47768|RNF2,0.051618506559802366,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
48952|SUZ12,0.05259823568158233,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
43659|UTF1,0.05399655961380397,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
41324|EZH2,0.05692256759028368,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
53556|CBX7,0.058085487135651294,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0
37715|PRDM4,0.058190220562085386,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0
32841|REST,0.0582531317976883,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
58971|MBD1,0.0617193912528017,Mus musculus,MBD1,cr,3T3-L1,Preadipocyte,Adipose,1.0
52981|SMARCA4,0.06198323995498667,Mus musculus,SMARCA4,cr,,Adipocyte,,1.0
47313|RBPJ,0.062016282838633426,Mus musculus,RBPJ,tf,F9,,Embryo,1.0
53113|TCF12,0.06318146563602513,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0
41833|NANOG,0.06387744101493342,Mus musculus,NANOG,tf,,Embryonic Stem Cell,Embryo,1.0
48367|SUZ12,0.06409191313609057,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
37753|SUZ12,0.06506969042817859,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
56152|EZH2,0.06626753840516328,Mus musculus,EZH2,cr,,Fibroblast,,0.0
421|NR5A2,0.06670944888141944,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0
41316|KDM4C,0.06697802679875824,Mus musculus,KDM4C,cr,,Embryonic Stem Cell,Embryo,1.0
47773|SUZ12,0.06776517377887188,Mus musculus,SUZ12,cr,MS12,Embryonic Stem Cell,Embryo,1.0
51897|SMARCA4,0.06791872820993185,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
59139|OLIG2,0.06816734508680702,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0
52674|C17orf96,0.06825037329641905,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0
8830|PHF19,0.0683216024338348,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
36980|MBD3,0.06873824957269102,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0
54246|OTX2,0.06896524847241556,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0
52828|GRHL2,0.06921681376593837,Mus musculus,GRHL2,tf,,,Placenta,1.0
50446|RNF2,0.0693008257897794,Mus musculus,RNF2,predicted transcription factor,,,Brain,1.0
56613|GATA1,0.06974619484349581,Mus musculus,GATA1,tf,G1E-ER4,Erythroid Cell,Blood,1.0
56386|TCF4,0.07140217599782883,Mus musculus,TCF4,tf,,Crypt cells,,1.0
54230|GATA6,0.07205563254644633,Mus musculus,GATA6,tf,,Stem cell,,1.0
51358|PRDM9,0.07258915619579921,Mus musculus,PRDM9,predicted transcription factor,,,Testis,1.0
51015|SCML2,0.07292570255739027,Mus musculus,SCML2,tf,,Germline stem cell,,1.0
50238|SPIB,0.07302564902378036,Mus musculus,SPIB,tf,,Lymphocyte,,1.0
54305|H3F3B,0.0735520887120581,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0
37758|H2AZ,0.0737030317775638,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0
52042|EZH2,0.07416993033866758,Mus musculus,EZH2,cr,,,Mammary Gland,0.0
41873|DNMT3L,0.07444861472780306,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0
35821|SUPT6H,0.07462637511760428,Mus musculus,SUPT6H,tf,C2C12,Myoblast,Muscle,1.0
8927|RUNX1,0.07602146298293189,Mus musculus,RUNX1,tf,,Embryonic Stem Cell,Embryo,1.0
50944|SMARCA4,0.07639595661778344,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
58294|NRF1,0.07684979902050047,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0
37829|CLOCK,0.07688879497093115,Mus musculus,CLOCK,tf,,Epithelium,Liver,0.0
33369|LHX2,0.07711005621349425,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0
52797|NR4A1,0.07721434642365478,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,0.0
55306|Input,0.07725348286920995,Mus musculus,Input,other,,,Small Intestine,1.0
58293|NRF1,0.07891085634607081,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0
58970|MBD1,0.07982980691846031,Mus musculus,MBD1,cr,3T3-L1,Preadipocyte,Adipose,1.0
50226|ZBTB17,0.0806219760451648,Mus musculus,ZBTB17,tf,70Z/3,Lymphoblast,,0.0
58100|SUMO1,0.08091887598446001,Mus musculus,SUMO1,other,,Dendritic Cell,Bone Marrow,1.0
43660|UTF1,0.08135220280520705,Mus musculus,UTF1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
52813|KLF4,0.08251172502575804,Mus musculus,KLF4,tf,,Epithelium,,1.0
5954|RARG,0.0832686065701344,Mus musculus,RARG,tf,F9,,Embryo,1.0
35677|KMT2C,0.08376683889795328,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0
49329|MED1,0.08379458398933332,Mus musculus,MED1,predicted transcription factor,,iPSC,,1.0
48361|RNF2,0.08387786067893654,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
5531|RXRA,0.08391952232497818,Mus musculus,RXRA,tf,F9,,Embryo,1.0
8334|SOX2,0.0844764967422103,Mus musculus,SOX2,tf,,Neural Progenitor Cell,Embryo,1.0
54249|OTX2,0.08456028155307399,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0
41346|EZH2,0.08505026904028579,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
41829|ZBTB17,0.08557056641025568,Mus musculus,ZBTB17,tf,,Neural Progenitor Cell,,1.0
52062|HDAC1,0.08684609918171071,Mus musculus,HDAC1,cr,,,Mesendoderm,1.0
32844|REST,0.08710290176082197,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0
36971|MBD3,0.08754650157541638,Mus musculus,MBD3,cr,,iPSC,,1.0
50208|NOTCH1,0.0881069706762046,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Thymus,0.0
58642|MED1,0.08826553431562784,Mus musculus,MED1,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0
39678|SUZ12,0.0886122294305638,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
58099|SUMO1,0.08871353965746759,Mus musculus,SUMO1,other,,Dendritic Cell,Bone Marrow,1.0
51961|ZIC3,0.08888741498092467,Mus musculus,ZIC3,tf,,Embryonic Stem Cell,,1.0
53115|SMAD2/3,0.08901798788563897,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0
2905|TCF7L1,0.09086102546360308,Mus musculus,TCF7L1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
65037|CTCF,0.09162984292454163,Mus musculus,CTCF,tf,,,Midbrain,1.0
55367|PAX6,0.09213513096863823,Mus musculus,PAX6,tf,,,Forebrain,1.0
43113|PRDM5,0.09313687808944449,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0
39371|AR,0.09319693751588448,Mus musculus,AR,tf,,Epithelium,Prostate,1.0
42591|STAT3,0.09325702555666998,Mus musculus,STAT3,tf,,Neuron,,0.0
43848|SOX2,0.09325702555666998,Mus musculus,SOX2,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
58830|SUMO1,0.0938443847175065,Mus musculus,SUMO1,other,,Dendritic Cell,Bone Marrow,1.0
52890|HDAC3,0.09478374899553138,Mus musculus,HDAC3,cr,,Macrophage,Bone,0.0
51898|SMARCA4,0.09510348652756745,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
36965|MBD3,0.09510348652756745,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0
35243|MBD1,0.09543930093494585,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0
53238|CHRM2,0.09543930093494585,Mus musculus,CHRM2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0
5958|RARG,0.09577598734553727,Mus musculus,RARG,tf,F9,,Embryo,1.0
50584|IRF7,0.09680673184062022,Mus musculus,IRF7,tf,,Myeloid Cell,Bone Marrow,0.0
54429|CEBPA,0.09741045587051239,Mus musculus,CEBPA,tf,,B Lymphocyte,,0.0
47302|JARID2,0.09882987671443638,Mus musculus,JARID2,cr,,Th17,Blood,0.0
48322|ATF3,0.09909671257460079,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0
43540|IRF8,0.09923819176020654,Mus musculus,IRF8,tf,,Dendritic Cell,,1.0
50236|SPI1,0.09937981858466816,Mus musculus,SPI1,predicted transcription factor,,Lymphocyte,,1.0
55307|Input,0.099963614614626,Mus musculus,Input,other,,,Small Intestine,1.0
58027|NEUROD1,0.10012182638286843,Mus musculus,NEUROD1,tf,R1,Embryonic Stem Cell,Embryo,1.0
3085|DMC1,0.10064522216699123,Mus musculus,DMC1,not sure,,,Testis,1.0
2893|SMAD3,0.10166597586701048,Mus musculus,SMAD3,tf,V6.5,Embryonic Stem Cell,Embryo,1.0
419|NANOG,0.10181012174613657,Mus musculus,NANOG,tf,E14,Embryonic Stem Cell,Embryo,0.0
48259|RUNX1,0.10190630161357461,Mus musculus,RUNX1,tf,,,,0.0
36967|MBD3,0.1023077628791062,Mus musculus,MBD3,cr,,iPSC,,1.0
51092|GATA6,0.10279103321781585,Mus musculus,GATA6,tf,,,Pancreas,1.0
57803|FOXD3,0.10405529490048776,Mus musculus,FOXD3,tf,,,Ectoderm,1.0
52910|NCOR1,0.10423449142702312,Mus musculus,NCOR1,cr,,Cortical Neuron,,1.0
53745|CTCF,0.10516663848126828,Mus musculus,CTCF,tf,,Neural Stem Cell,,1.0
41728|FOXA2,0.10561028125656946,Mus musculus,FOXA2,tf,,,Uterus,0.0
33620|RPA,0.10569258561423495,Mus musculus,RPA,other,,B Lymphocyte,,1.0
47512|POU5F1,0.10655130108709032,Mus musculus,POU5F1,tf,J1,Embryonic Stem Cell,Embryo,1.0
163|PPARG,0.1066175641321555,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,1.0
53220|DAXX,0.10708223841189979,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0
35730|CDX2,0.10709886089341714,Mus musculus,CDX2,tf,,Epithelium,Small Intestine,1.0
36996|CHD4,0.10728183102164401,Mus musculus,CHD4,cr,,iPSC,,1.0
52983|ARID1A,0.10729847583807017,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0
56196|SUZ12,0.10738172784742572,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
42078|MYOD1,0.10830057438316826,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0
